nomer;predmet;zakon;organizator;organizator_inn;organizator_kpp;organizator_kontakt;zakazchik;zakazchik_inn;zakazchik_kpp;zakazchik_kontakt;region;cena;data_publikacii;data_okonchaniya;pozicii_s_klyuchom;ssylka;centrobezhnyy_predmet;klyuch;istochnik;data_sbora
0372100029926000490;Поставка медицинских изделий;44-ФЗ;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ВСЕРОССИЙСКИЙ ЦЕНТР ЭКСТРЕННОЙ И РАДИАЦИОННОЙ МЕДИЦИНЫ ИМЕНИ А.М. НИКИФОРОВА"" МИНИСТЕРСТВА РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ДЕЛАМ ГРАЖДАНСКОЙ ОБОРОНЫ, ЧРЕЗВЫЧА";7802065830;780201001;;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ВСЕРОССИЙСКИЙ ЦЕНТР ЭКСТРЕННОЙ И РАДИАЦИОННОЙ МЕДИЦИНЫ ИМЕНИ А.М. НИКИФОРОВА"" МИНИСТЕРСТВА РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ДЕЛАМ ГРАЖДАНСКОЙ ОБОРОНЫ, ЧРЕЗВЫЧА";7802065830;780201001;;Санкт-Петербург;1500000.00;21.07.2026;31.07.2026;"Насос центробежный для системы искусственного кровообращения ;; Соответствует запросу “центробежный”";https://www.rts-tender.ru/poisk/id/l0372100029926000490-1/;сомнительно;центробежный;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
0303600017826000011;Капитальный ремонт;44-ФЗ;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ДИРЕКЦИЯ РЕКРЕАЦИОННЫХ ЗОН ГОРОДСКОГО ОКРУГА ""ГОРОД КАСПИЙСК""";0500016520;050001001;;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ДИРЕКЦИЯ РЕКРЕАЦИОННЫХ ЗОН ГОРОДСКОГО ОКРУГА ""ГОРОД КАСПИЙСК""";0500016520;050001001;;Республика Дагестан;4793868.40;21.07.2026;07.08.2026;"Насосы центробежные подачи жидкостей прочие ;; Соответствует запросу “центробежный”";https://www.rts-tender.ru/poisk/id/l0303600017826000011-1/;да;центробежный;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
32616223080;Поставка насосных агрегатов в сборе с электродвигателями для нужд ООО «Нижновтеплоэнерго»;223-ФЗ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НИЖНОВТЕПЛОЭНЕРГО""";5257079570;526001001;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НИЖНОВТЕПЛОЭНЕРГО""";5257079570;526001001;;Нижегородская область;1427649.00;21.07.2026;04.08.2026;"Насосы центробежные подачи жидкостей прочие ;; Соответствует запросу “центробежный”";https://www.rts-tender.ru/poisk/id/l32616223080-1/;да;центробежный;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
0803300226126000004;Комплекс мероприятий по вводу в эксплуатацию скважин в поселке Мамедкала Дербентского района и доведению системы водоснабжения до нормативного состояния.;44-ФЗ;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ОТДЕЛ МУНИЦИПАЛЬНЫХ ЗАКУПОК ДЕРБЕНТСКОГО РАЙОНА""";0542000890;054201001;;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""РАЙСЕРВИС"" АДМИНИСТРАЦИИ МУНИЦИПАЛЬНОГО РАЙОНА ""ДЕРБЕНТСКИЙ РАЙОН""";0512012190;051201001;;Республика Дагестан;61992850.00;21.07.2026;06.08.2026;"Насос химический центробежный ;; Соответствует запросу “центробежный”";https://www.rts-tender.ru/poisk/id/l0803300226126000004-1/;да;центробежный;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
32616222028;Поставка насосных агрегатов для обеспечения нужд филиала ГУП СК «Ставрополькрайводоканал» - «Центральный»;223-ФЗ;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ СТАВРОПОЛЬСКОГО КРАЯ ""СТАВРОПОЛЬКРАЙВОДОКАНАЛ""";2635040105;263501001;;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ СТАВРОПОЛЬСКОГО КРАЯ ""СТАВРОПОЛЬКРАЙВОДОКАНАЛ""";2635040105;263501001;;Ставропольский край;2769950.99;21.07.2026;31.07.2026;"Насосы центробежные подачи жидкостей прочие ;; Насосы центробежные подачи жидкостей прочие";https://www.rts-tender.ru/poisk/id/l32616222028-1/;да;центробежный;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
32616221935;Поставка насосов наружных для перекачивания бытовых и промышленных загрязненных жидкостей;223-ФЗ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЭРОПОРТ ""НОРИЛЬСК""";2457067174;245701001;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЭРОПОРТ ""НОРИЛЬСК""";2457067174;245701001;;Красноярский край;375300.00;21.07.2026;03.08.2026;"Насосы центробежные подачи жидкостей прочие ;; Соответствует запросу “центробежный”";https://www.rts-tender.ru/poisk/id/l32616221935-1/;да;центробежный;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
32616220728;"Аукцион в электронной форме, участниками которого могут быть только субъекты малого и среднего предпринимательства на право заключения договора на поставку насосов-дозаторов и запасных частей к ним для восполнения аварийного запаса АО ""Мосводоканал""";223-ФЗ;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСВОДОКАНАЛ""";7701984274;770101001;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСВОДОКАНАЛ""";7701984274;770101001;;Москва;49700000.00;20.07.2026;05.08.2026;"Насосы центробежные подачи жидкостей прочие ;; Насосы центробежные подачи жидкостей прочие";https://www.rts-tender.ru/poisk/id/l32616220728-1/;да;центробежный;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
32616220106;Поставка электронасоса КМ 80-65-140Е-ТЗ-У2 или эквивалента для нужд АО «Лесосибирский порт»;223-ФЗ;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЛЕСОСИБИРСКИЙ ПОРТ""";2454001175;245401001;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЛЕСОСИБИРСКИЙ ПОРТ""";2454001175;245401001;;Красноярский край;120000.00;20.07.2026;03.08.2026;"Насосы центробежные подачи жидкостей прочие ;; Соответствует запросу “центробежный”";https://www.rts-tender.ru/poisk/id/l32616220106-1/;да;центробежный;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
4530729;Монтаж двух центробежных компрессоров (модель SC1500.250-6) в цехе «Помола» филиала «Сухоложскцемент»;Коммерческие;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЛК ЦЕМЕНТ""";6633028244;663301001;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЛК ЦЕМЕНТ""";6633028244;663301001;;Свердловская область;0.00;20.07.2026;10.08.2026;"Монтаж центробежного компрессора (модель C1500.250-6) в цехе «Помола» филиала «Сухоложскцемент» ;; Монтаж центробежного компрессора (модель C1500.250-6) в цехе «Помола» филиала «Сухоложскцемент»";https://www.rts-tender.ru/poisk/id/l4530729-4-12-1/;да;центробежный;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
4530367;Выполнение строительно-монтажных (СМР) и пуско-наладочных (ПНР) работ центробежного компрессора (№5).;Коммерческие;"Акционерное общество ""Новосибирский стрелочный завод""";5409231687;547301001;;"Акционерное общество ""Новосибирский стрелочный завод""";5409231687;547301001;;Новосибирская область;122000.00;20.07.2026;07.08.2026;"Выполнение строительно-монтажных (СМР) и пуско-наладочных (ПНР) работ центробежного компрессора (№5). ;; Соответствует запросу “центробежный”";https://www.rts-tender.ru/poisk/id/l4530367-4-12-1/;да;центробежный;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
4529885;Ремонт центробежного компрессора марки ЦК-135/8 поз. 2/4 корп. 138 согласно ДВ 2760;Коммерческие;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГАЛОПОЛИМЕР ПЕРМЬ""";5908007560;590801001;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГАЛОПОЛИМЕР ПЕРМЬ""";5908007560;590801001;;Пермский край;0.00;20.07.2026;04.08.2026;"Ремонт центробежного компрессора марки ЦК-135/8 поз. 2/4 корп. 138 согласно ДВ 2760 ;; Соответствует запросу “центробежный”";https://www.rts-tender.ru/poisk/id/l4529885-4-12-1/;да;центробежный;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
32616217791;Поставка насосов;223-ФЗ;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭНЕРГОСЕРВИС""";0816008251;081601001;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭНЕРГОСЕРВИС""";0816008251;081601001;;Республика Калмыкия;4496119.49;19.07.2026;30.07.2026;"Насосы центробежные подачи жидкостей прочие ;; Соответствует запросу “центробежный”";https://www.rts-tender.ru/poisk/id/l32616217791-1/;да;центробежный;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
32616215514;Поставка канализационного насоса;223-ФЗ;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВОДОКАНАЛ""";5018134420;501801001;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВОДОКАНАЛ""";5018134420;501801001;;Московская область;16561333.34;17.07.2026;31.07.2026;"Насосы центробежные подачи жидкостей прочие ;; Насосы центробежные подачи жидкостей прочие";https://www.rts-tender.ru/poisk/id/l32616215514-1/;да;центробежный;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
32616211581;"225467_Насос конденсатный для АО ""Томская генерация""";223-ФЗ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕР РАО-ЦЕНТР УПРАВЛЕНИЯ ЗАКУПКАМИ""";7703642903;770401001;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТОМСКАЯ ГЕНЕРАЦИЯ""";7017373959;701701001;;Томская область;7370456.29;16.07.2026;30.07.2026;"Насосы центробежные подачи жидкостей прочие ;; Соответствует запросу “центробежный”";https://www.rts-tender.ru/poisk/id/l32616211581-1/;да;центробежный;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
32616206039;Поставка оборудования насосного;223-ФЗ;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ОХИНСКАЯ ТЭЦ""";6506000623;650601001;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ОХИНСКАЯ ТЭЦ""";6506000623;650601001;;Сахалинская область;3862467.21;15.07.2026;30.07.2026;"Насосы центробежные подачи жидкостей прочие ;; Соответствует запросу “центробежный”";https://www.rts-tender.ru/poisk/id/l32616206039-1/;да;центробежный;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
4513602;Выполнение работ по капитальному ремонту центробежных насосов;Коммерческие;"Общество с ограниченной ответственностью ""НЕФТЯНАЯ КОМПАНИЯ ""НОВЫЙ ПОТОК""";5603042916;546050001;;"Общество с ограниченной ответственностью ""НЕФТЯНАЯ КОМПАНИЯ ""НОВЫЙ ПОТОК""";5603042916;546050001;;Новосибирская область;0.00;10.07.2026;31.07.2026;;https://www.rts-tender.ru/poisk/id/l4513602-4-12-1/;да;центробежный;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
32616194716;Право заключения договора для нужд АО «Усть-СреднеканГЭСстрой» по лоту: «ОКПД2 28.13.14 Поставка, шефмонтаж и шефналадка насосного оборудования в рамках реализации проекта «Строительство 2-ой очереди Нерюнгринской ГРЭС, 1 этап»» (Лот № 0448-КС ДОХ-2026-УСГС);223-ФЗ;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РУСГИДРО СНАБЖЕНИЕ""";1510012774;246601001;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""УСТЬ-СРЕДНЕКАНГЭССТРОЙ""";4909095279;272101001;;Хабаровский край;189404632.00;10.07.2026;05.08.2026;"Насосы центробежные подачи жидкостей прочие; насосы прочие ;; Соответствует запросу “центробежный”";https://www.rts-tender.ru/poisk/id/l32616194716-1/;да;центробежный;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
32616193671;Поставка насосов серии Д в 2027 г.;223-ФЗ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭН+ ТОРГОВЫЙ ДОМ""";3808118560;384901001;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭН+ ТОРГОВЫЙ ДОМ""";3808118560;384901001;;Иркутская область;0.00;10.07.2026;04.08.2026;"Насосы центробежные подачи жидкостей прочие; насосы прочие ;; Соответствует запросу “центробежный”";https://www.rts-tender.ru/poisk/id/l32616193671-1/;да;центробежный;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
