zakazchik;inn;kpp;predmet;planiruemaya_data_razmeshcheniya;srok_ispolneniya_dogovora;summa;sposob_zakupki;okpd2;data_razmeshcheniya;plan_reg_nomer;nomer_pozicii;klyuch;centrobezhnyy_predmet;priznak_centrobezhnosti;data_v_budushchem;nash_spisok_202;istochnik;ssylka;predmet_bez_proekta;brak
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОГРАД-ВОДОКАНАЛ""";6321280368;632101001;0001-2024-00154. Поставка турбовоздуходувных агрегатов в комплекте с системой управления, услуги по их шефмонтажу и обучению персонала ООО «АВК» (эксплуатация, обслуживание и ремонт смонтированного Оборудования).;07.2024;03.2025;221 600 000,00 ₽;конкурс;;25.12.2024;2240796515;26;турбокомпрессор;да;турбовозд,воздуходувн;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=6681d9bb-8f31-4501-8d45-19f334334cbb_2a026a15-6fcf-ba68-e063-07548d0a3ae3&infoGuid=6681d9bb-8f31-4501-8d45-19f334334cbb;0001-2024-00154. Поставка турбовоздуходувных агрегатов в комплекте с системой управления, услуги по их шефмонтажу и обучению персонала ООО «АВК» (эксплуатация, обслуживание и ремонт смонтированного Оборудования).;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛЕЧЕБНО-ОЗДОРОВИТЕЛЬНЫЙ КОМПЛЕКС ""ВИТЯЗЬ""";2301088612;230101001;Выполнение работ по техническому обслуживанию газопоршневых агрегатов ГПЭС ООО «ЛОК «Витязь», включая техническое обслуживание турбокомпрессоров.;07.2024;02.2025;9 849 265,54 ₽;Открытые маркетинговые исс;;12.12.2024;2240780952;28;турбокомпрессор;да;турбокомпрессор;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=dad7e9d5-e49c-11f0-b8a7-566ff2f3000a_4aa0b6b7-d571-11ee-b579-566ff2f3000a&infoGuid=dad7e9d5-e49c-11f0-b8a7-566ff2f3000a;Выполнение работ по техническому обслуживанию газопоршневых агрегатов ГПЭС ООО «ЛОК «Витязь», включая техническое обслуживание турбокомпрессоров.;
"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ НАРО-ФОМИНСКОГО ГОРОДСКОГО ОКРУГА""";5030015500;503001001;Закупка турбокомпрессора с электродвигателем и рамой;07.2024;02.2025;3 733 333,33 ₽;аукцион;;27.11.2024;2240777740;75;турбокомпрессор;да;турбокомпрессор;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=18c29c4a-dfed-4a9a-8f19-066e881553e7_4865a3e7-a6bc-4ca5-94ac-6bcf51805293&infoGuid=18c29c4a-dfed-4a9a-8f19-066e881553e7;Закупка турбокомпрессора с электродвигателем и рамой;
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЧЕЛЯБИНСКИЙ ЭЛЕКТРОМЕТАЛЛУРГИЧЕСКИЙ КОМБИНАТ""";7447010227;744701001;Выполнение работ по капитальному ремонту ТУРБОКОМПРЕССОРА К-250 № 4 ЭНЕРГОЦЕХ;07.2024;12.2024;12 400 000,00 ₽;аукцион;;31.05.2024;2240762308;66;турбокомпрессор;да;турбокомпрессор;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=e8fcf852-4f90-416d-830f-288b0de3e906_1c4dd1bf-c55b-42b4-a09a-6b28dfc2c1be&infoGuid=e8fcf852-4f90-416d-830f-288b0de3e906;Выполнение работ по капитальному ремонту ТУРБОКОМПРЕССОРА К-250 № 4 ЭНЕРГОЦЕХ;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕЧЕЛ-ЭНЕРГО""";7722245108;746001001;"Химическая очистка воздухоохладителей Турбокомпрессора №3 Согласно ТЗ для нужд ЧФ ООО ""МЕЧЕЛ-ЭНЕРГО""";07.2024;08.2024;1 652 667,00 ₽;Запрос коммерческих предло;;16.02.2024;2230724458;250;турбокомпрессор;да;турбокомпрессор;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=a6f8a308-abd7-4da4-90c8-330f534df234_a9898519-2009-0250-0250-000021182132&infoGuid=a6f8a308-abd7-4da4-90c8-330f534df234;"Химическая очистка воздухоохладителей Турбокомпрессора №3 Согласно ТЗ для нужд ЧФ ООО ""МЕЧЕЛ-ЭНЕРГО""";
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЕНЕРАЦИЯ СИБИРИ""";5405436860;540401001;Работы по ремонту и сервисному обслуживанию турбокомпрессоров и/или их частей;07.2024;08.2024;1 190 400,00 ₽;ЕП;;10.01.2024;2240751566;20;турбокомпрессор;да;турбокомпрессор;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=06c90eb5-8f26-4877-9a86-31d8a447cd51_8a25f3c0-91d5-4625-9b71-4a1169300f3a&infoGuid=06c90eb5-8f26-4877-9a86-31d8a447cd51;Работы по ремонту и сервисному обслуживанию турбокомпрессоров и/или их частей;
"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""СЛУЖБА ОРГАНИЗАЦИИ ДВИЖЕНИЯ""";7453222406;744801001;Поставка турбокомпрессора;07.2024;12.2024;513 200,00 ₽;ЕП;;09.01.2024;2230734560;150;турбокомпрессор;да;турбокомпрессор;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=ae0c7fb1-fc5e-4bc0-823e-f03546b338e5_d3f72d52-2af6-4b67-8721-795b288c5661&infoGuid=ae0c7fb1-fc5e-4bc0-823e-f03546b338e5;Поставка турбокомпрессора;
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСВОДОКАНАЛ""";7701984274;770101001;"Поставка турбокомпрессора для нужд Северной станции водоподготовки АО ""Мосводоканал"" в 2025 году";07.2024;06.2025;6 448 952,48 ₽;аукцион+СМСП;;30.12.2023;2230748689;9529;турбокомпрессор;да;турбокомпрессор;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=3683aa44-7ca3-4df0-a174-fad3c6fb43ed_16134a13-67ba-4266-8886-44e936376655&infoGuid=3683aa44-7ca3-4df0-a174-fad3c6fb43ed;"Поставка турбокомпрессора для нужд Северной станции водоподготовки АО ""Мосводоканал"" в 2025 году";
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""КАЗАНСКИЙ НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ ИМ. А.Н. ТУПОЛЕВА-КАИ""";1654003114;165501001;227_Поставка основных узлов и агрегатов для экспериментального стенда по испытаниям турбокомпрессора и аппаратного комплекса системы управления, сбора и обработки результатов испытаний в рамках Соглашения №075-15-2024-056 от 31.01.2024 г. о предоставлении из федерального бюджета гранта в форме субсидия на реализацию программы стратегического академического лидерства «Приоритет-2030».;07.2024;12.2024;6 102 500,10 ₽;аукцион+СМСП;;29.12.2023;2230741161;522;турбокомпрессор;да;турбокомпрессор;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=8e935219-036c-413a-8818-249810d6b49a_5662c797-0353-4883-8f8a-1d761d50dfaf&infoGuid=8e935219-036c-413a-8818-249810d6b49a;227_Поставка основных узлов и агрегатов для экспериментального стенда по испытаниям турбокомпрессора и аппаратного комплекса системы управления, сбора и обработки результатов испытаний;
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НОВОСИБГОРТРАНС""";5473018885;547301001;Выполнение работ по ремонту турбокомпрессоров;07.2024;03.2025;1 000 000,00 ₽;ЕП;;29.12.2023;2230740286;198;турбокомпрессор;да;турбокомпрессор;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=bc95a93b-ccc1-4b00-bd45-6e1bb02fb664_05ffd629-8c94-4d36-a24f-49016fba91e2&infoGuid=bc95a93b-ccc1-4b00-bd45-6e1bb02fb664;Выполнение работ по ремонту турбокомпрессоров;
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТЕПЛИЧНОЕ""";7327063643;732701001;Ремонт турбокомпрессоров;07.2024;08.2024;727 700,00 ₽;ЕП;;28.12.2023;2230734711;123;турбокомпрессор;да;турбокомпрессор;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=8a61f50a-6c23-4623-be05-067a22f32b74_bffd830d-1704-4dfa-9b6f-91a48c91e911&infoGuid=8a61f50a-6c23-4623-be05-067a22f32b74;Ремонт турбокомпрессоров;
"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ"" ГОРОДА УЛАН-УДЭ";0326540932;032601001;Поставка турбокомпрессора ТВ 50-1,6-01.УЗ с электродвигателем 110 кВт 3000 об./мин. 380/660 В;07.2024;12.2024;4 711 494,00 ₽;ЗК;;28.12.2023;2230731553;304;турбокомпрессор;да;турбокомпрессор;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=981bf8ef-8a3c-4506-a3f6-03395f6d083e_37676ab6-1c58-4c22-8690-c56460d3a78f&infoGuid=981bf8ef-8a3c-4506-a3f6-03395f6d083e;Поставка турбокомпрессора ТВ 50-1,6-01.УЗ с электродвигателем 110 кВт 3000 об./мин. 380/660 В;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАШХИМТРАНС""";0268090625;026801001;Поставка станка для балансировки роторов турбокомпрессоров;07.2024;10.2024;580 000,00 ₽;ЕП;;21.12.2023;2230717392;103;турбокомпрессор;да;турбокомпрессор;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=89d13f8e-8339-4de0-8bbe-f53fc26ffedb_cab5b0cf-9a7a-42a8-83f8-25b1bab754dc&infoGuid=89d13f8e-8339-4de0-8bbe-f53fc26ffedb;Поставка станка для балансировки роторов турбокомпрессоров;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОГРАД-ВОДОКАНАЛ""";6321280368;632101001;0001-2024-00154. Поставка турбовоздуходувных агрегатов в комплекте с системой управления, услуги по их шефмонтажу и обучению персонала ООО «АВК» (эксплуатация, обслуживание и ремонт смонтированного Оборудования).;07.2024;03.2025;221 600 000,00 ₽;конкурс;;20.12.2023;2230716093;256;турбокомпрессор;да;турбовозд,воздуходувн;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=0fcb91d9-5c00-4ecf-ae9b-170475fa8b37_c74eb185-f2e0-42c6-b71e-0fb2306e3fd9&infoGuid=0fcb91d9-5c00-4ecf-ae9b-170475fa8b37;0001-2024-00154. Поставка турбовоздуходувных агрегатов в комплекте с системой управления, услуги по их шефмонтажу и обучению персонала ООО «АВК» (эксплуатация, обслуживание и ремонт смонтированного Оборудования).;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОЗАВОДСКАЯ ТЭЦ""";5256049357;525601001;Установка турбокомпрессора сжатого воздуха.Устройство трубопровода перемычки между установками осушки воздуха УОВ1/УОВ2, монтаж тепловой изоляции внутренней системы водоснабжения, устройство бетонной подливки под основание станции смазки турбокомпрессора (СМР);07.2024;12.2024;2 446 123,43 ₽;ЕП;;19.12.2023;2230714618;200;турбокомпрессор;да;турбокомпрессор;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=75dfe0ec-be63-402d-bf4c-e58af314e9e7_4ad2a06d-b70c-4d5b-9221-73a5f70db3fb&infoGuid=75dfe0ec-be63-402d-bf4c-e58af314e9e7;Установка турбокомпрессора сжатого воздуха.Устройство трубопровода перемычки между установками осушки воздуха УОВ1/УОВ2, монтаж тепловой изоляции внутренней системы водоснабжения, устройство бетонной подливки под основание станции смазки турбокомпрессора (СМР);автомобильный турбонаддув
"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ НАРО-ФОМИНСКОГО ГОРОДСКОГО ОКРУГА""";5030015500;503001001;Закупка турбокомпрессора с электродвигателем и рамой;07.2024;02.2025;3 733 333,33 ₽;аукцион;;06.12.2023;2230710066;272;турбокомпрессор;да;турбокомпрессор;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=d31edbbf-4787-454b-9376-2aa2fdd9c8b1_7ba5c66c-b0d7-4a3c-9ee0-9e3ce1751659&infoGuid=d31edbbf-4787-454b-9376-2aa2fdd9c8b1;Закупка турбокомпрессора с электродвигателем и рамой;
