nazvanie;inn;nazvanie_egrul;kpp;region;okved;status;rukovoditel;dolzhnost;kandidatov;pochemu
Новосибирская ТЭЦ;540362062695;ИП Тецлов Андрей Сергеевич;;Новосибирская обл;32.99;ACTIVE;;;5;несколько кандидатов, взят первый
Новосибирская ТЭЦ-5;;;;;;;;;;все 2 — спутники (профсоюз, фонд и т. п.)
"Новоуральский филиал АО ""АТОМСПЕЦТРАНС""";7717609102;"НОВОУРАЛЬСКИЙ ФИЛИАЛ АО ""АТОМСПЕЦТРАНС""";668243001;Свердловская обл;;ACTIVE;;;1;один кандидат
Новочеркасский завод синтет. продуктов Новочеркасский завод синтетических продуктов;;;;;;;;;;кандидатов нет
Норильский ГМК;8401005730;"ПАО ""ГМК ""НОРИЛЬСКИЙ НИКЕЛЬ""";840101001;Красноярский край;24.45.1;ACTIVE;Потанин Владимир Олегович;ПРЕЗИДЕНТ;5;несколько кандидатов, взят первый
Норильский ГОК;;;;;;;;;;кандидатов нет
Норильский МК;;;;;;;;;;кандидатов нет
Норильский комбинат;2457009990;"АО ""НОРИЛЬСКИЙ КОМБИНАТ""";245701001;Красноярский край;64.20;ACTIVE;Сорока Игорь Евгеньевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
Норильский медно-никелевый комбинат;;;;;;;;;;кандидатов нет
"ОАО ""АЭП""";;;;;;;;;;кандидатов нет
"ОАО ""Адмиралтейские верфи""";;;;;;;;;;кандидатов нет
"ОАО ""Атомэнергоремонт""";;;;;;;;;;кандидатов нет
"ОАО ""Газпром нефтехим Салават""";0266008329;"ОАО ""ГАЗПРОМ НЕФТЕХИМ САЛАВАТ""";026601001;Респ Башкортостан;19.20;LIQUIDATED;Каримов Айрат Азатович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"ОАО ""Заволжский моторный завод""";5248004137;"ПАО ""ЗМЗ""";524801001;Нижегородская обл;35.30.14;ACTIVE;Сахабиев Ильнур Илдарович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;2;несколько кандидатов, взят первый
"ОАО ""КАМАЗ""";1650032058;"ПАО ""КАМАЗ""";165001001;Респ Татарстан;29.10.4;ACTIVE;Когогин Сергей Анатольевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
"ОАО ""КРИОГЕНМАШ""";5001019109;"ДК ""МАШИНОСТРОИТЕЛЬ""";500101001;Московская обл;;LIQUIDATED;Гарбузова Татьяна Викторовна;ПРЕДСЕДАТЕЛЬ ЛИКВИДАЦИОННОЙ КОМИССИИ;1;"отсеяно спутников: 1; один кандидат"
"ОАО ""Концерн Росэнергоатом""";3914790290;ППО БАЛТИЙСКОЙ АЭС;391401001;Калининградская обл;94.20;ACTIVE;Лезина Елена Павловна;ПРЕДСЕДАТЕЛЬ ПРОФКОМА;1;"отсеяно спутников: 1; один кандидат"
"ОАО ""НИАЭП""";;;;;;;;;;кандидатов нет
"ОАО ""НПО ЦКТИ""";7825660956;"ОАО ""НПО ЦКТИ""";784201001;г Санкт-Петербург;72.19.9;ACTIVE;Михайлов Владимир Евгеньевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"ОАО ""ППГХО""";7530000048;"ПАО ""ППГХО""";753001001;Забайкальский край;20.13;ACTIVE;Киселев Иван Александрович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"ОАО ""ПРиС""";5404135362;"ППО ОАО ""ПРИС""";540401001;Новосибирская обл;94.20;LIQUIDATED;Карпенко Юрий Сергеевич;Ликвидатор;1;один кандидат
"ОАО ""Разрез Сереульский""";;;;;;;;;;кандидатов нет
"ОАО ""СИБЭКО""";5404000118;"ППО ФИЛИАЛА ""ЛОКАЛЬНЫЕ КОТЕЛЬНЫЕ"" ОАО ""СИБЭКО""";540401001;Новосибирская обл;94.20;LIQUIDATED;Челпанов Сергей Александрович;председатель профкома;1;"отсеяно спутников: 1; один кандидат"
ОАО «КРИОГЕНМАШ»;5001019109;"ДК ""МАШИНОСТРОИТЕЛЬ""";500101001;Московская обл;;LIQUIDATED;Гарбузова Татьяна Викторовна;ПРЕДСЕДАТЕЛЬ ЛИКВИДАЦИОННОЙ КОМИССИИ;1;"отсеяно спутников: 1; один кандидат"
ОАО «Концерн Росэнергоатом» Филиал ОАО «Концерн Росэнергоатом» «Курская атомная станция»;;;;;;;;;;кандидатов нет
ОАО «Концерн Росэнергоатом»Филиал ОАО «Концерн Росэнергоатом» «Курская атомная станция».;;;;;;;;;;кандидатов нет
ОАО «НИАЭП»;;;;;;;;;;кандидатов нет
ОАО «СХК»;6603009364;"СХ/К №2 ОАО ""УРАЛАТИ""";668301001;Свердловская обл;01.13.1;ACTIVE;Минеева Ирина Петровна;ПРЕДСЕДАТЕЛЬ;5;несколько кандидатов, взят первый
ОАО ПНТЗ;6625037252;"ЗАО ""АТП ПНТЗ""";662501001;Свердловская обл;60.24.2;LIQUIDATED;Янковский Сергей Владимирович;ПРЕДСЕДАТЕЛЬ ЛИКВИДАЦИОННОЙ КОМИССИИ;5;несколько кандидатов, взят первый
ОАО Первоуральский новотрубный завод;6625037252;"ЗАО ""АТП ПНТЗ""";662501001;Свердловская обл;60.24.2;LIQUIDATED;Янковский Сергей Владимирович;ПРЕДСЕДАТЕЛЬ ЛИКВИДАЦИОННОЙ КОМИССИИ;2;несколько кандидатов, взят первый
ОАО Русполимет;;;;;;;;;;кандидатов нет
"ОАО""НЛМК""";4823006703;"ПАО ""НЛМК""";482301001;Липецкая обл;24.10.29;ACTIVE;Каратаев Сергей Михайлович;ПРЕЗИДЕНТ (ПРЕДСЕДАТЕЛЬ ПРАВЛЕНИЯ);4;"отсеяно спутников: 1; несколько кандидатов, взят первый"
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛАБУГА-ВОЛОКНО""";1646031132;"ООО ""АЛАБУГА-ВОЛОКНО""";164601001;Респ Татарстан;20.60.1;ACTIVE;Габерлинг Андрей Владимирович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛМИГ""";5906145029;"ООО ""АЛМИГ""";590601001;Пермский край;46.69.9;ACTIVE;Манылова Елена Николаевна;ДИРЕКТОР;5;несколько кандидатов, взят первый
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРМЗ СЕРВИС""";7708671295;"ООО ""АРМЗ СЕРВИС""";770901001;г Москва;70.22;ACTIVE;Савченко Эдуард Иванович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;2;несколько кандидатов, взят первый
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АФ БРЮ""";7839064872;"ООО ""АФ БРЮ""";783901001;г Санкт-Петербург;11.05;ACTIVE;Лялин Константин Эдуардович;Управляющий - индивидуальный  предприниматель;1;один кандидат
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАЛТИЙСКИЙ ЗАВОД - СУДОСТРОЕНИЕ""";7801560631;"ООО ""БАЛТИЙСКИЙ ЗАВОД - СУДОСТРОЕНИЕ""";780101001;г Санкт-Петербург;30.11;LIQUIDATED;Кадилов Алексей Васильевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БЕЙКЕР ХЬЮЗ РУС ИНФРА""";7703636314;"ООО ""БЕЙКЕР ХЬЮЗ РУС ИНФРА""";770301001;г Москва;09.10;ACTIVE;Наушиев Рустем;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БИГ ДАЧМЕН""";7704266056;"ООО ""БИГ ДАЧМЕН""";770401001;г Москва;46.61;ACTIVE;Котов Игорь Дмитриевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;3;несколько кандидатов, взят первый
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БТ ГРУПП""";7447298100;"ООО ""БТ ГРУПП""";744701001;Челябинская обл;41.20;ACTIVE;Акулов Евгений Александрович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕГА""";3810313310;"ООО ""ВЕГА""";381001001;Иркутская обл;68.2;ACTIVE;Тарбеева Любовь Михайловна;ДИРЕКТОР;5;несколько кандидатов, взят первый
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИГИТ""";5027299161;"ООО ""ВИГИТ""";502701001;Московская обл;46.90;ACTIVE;Абдрахманова Галина Николаевна;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;3;несколько кандидатов, взят первый
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИЗОВЫЕ ТЕХНОЛОГИИ""";7730333968;"ООО ""ВТ""";773001001;г Москва;79.11;ACTIVE;Иваньков Владимир Игоревич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЛОПОЛИМЕР КИРОВО-ЧЕПЕЦК""";4312126856;"ООО ""ГАЛОПОЛИМЕР КИРОВО-ЧЕПЕЦК""";431201001;Кировская обл;20.13;ACTIVE;Городилова Наталья Юрьевна;ВРЕМЕННО ИСПОЛНЯЮЩИЙ ОБЯЗАННОСТИ ДИРЕКТОРА;2;несколько кандидатов, взят первый
