srok;zapros;nomer;data;inn_zakazchika;zakazchik;obekt;tip;inn_eo;ekspertnaya_org;vyvod;istochnik;istochnik_zakazchik;marka;sreda_po_marke;istochnik_sredy
expired;центробежный компрессор;68-ТУ-25021-2015;14.12.2015;4218000951;"АО ""ЕВРАЗ ЗСМК""";техническое устройство: центробежный компрессор К-500-61-1 №3, заводской № 151, инвентарный № 517948, эксплуатируемый на опасном производственном объекте II класса опасности энергетического цеха АО «ЕВРАЗ ЗСМК»;ТУ;4221027375;"ООО ""КУЗНЕЦК ЭКСПЕРТ""";соответствует;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-25021-2015;https://monitor-pb.ru/customer/4218000951;К-500-61-1;воздух;данные
expired;центробежный компрессор;24-ТУ-22180-2020;15.12.2020;1004001744;"АО ""КАРЕЛЬСКИЙ ОКАТЫШ""";"компрессор центробежный К-250-61-5 техн.№2, зав.№ 106 применяемый в составе опасного производственного объекта ""Площадка компрессорной станции"" рег.№ А24-01478-0026, IV класс опасности";ТУ;1001208677;"ООО ""ПРОМЭКСПЕРТИЗА"" (ИНН 1001208677)";соответствует;https://monitor-pb.ru/conclusion/24-%D0%A2%D0%A3-22180-2020;https://monitor-pb.ru/customer/1004001744;К-250-61-5;воздух;данные
expired;центробежный компрессор;26-ТУ-00399-2022;14.01.2022;5191431170;"АО ""КОЛЬСКАЯ ГМК""";Компрессор центробежный воздушный К-500-61-1, № 1, зав. № 457, инв. № 170287, центр энергообеспечения (ЦЭО), АО «Кольская ГМК» (г. Мончегорск, Мурманской обл.);ТУ;7841484948;"ООО ""ЭНЕРГОЭКСПЕРТ"" (ИНН 7841484948)";соответствует;https://monitor-pb.ru/conclusion/26-%D0%A2%D0%A3-00399-2022;https://monitor-pb.ru/customer/5191431170;К-500-61-1;воздух;данные
expired;центробежный компрессор;26-ТУ-20839-2021;09.12.2021;5191431170;"АО ""КОЛЬСКАЯ ГМК""";Компрессор центробежный воздушный К-250-61-5, № 1, зав. № 296, инв. № 170342, центр энергообеспечения (ЦЭО), АО «Кольская ГМК» (г. Мончегорск, Мурманской обл.);ТУ;7841484948;"ООО ""ЭНЕРГОЭКСПЕРТ"" (ИНН 7841484948)";соответствует;https://monitor-pb.ru/conclusion/26-%D0%A2%D0%A3-20839-2021;https://monitor-pb.ru/customer/5191431170;К-250-61-5;воздух;данные
expired;центробежный компрессор;57-ТУ-30283-2019;30.07.2019;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";на техническое устройство - Центробежный компрессор марки К-890-121-1, техн. № КЦ-101/1, зав. № 8753 (Площадка переработки попутного нефтяного газа Няганьгазпереработка АО «СибурТюменьГаз», УПГ-2);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";не в полной мере;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-30283-2019;https://monitor-pb.ru/customer/7202116628;К-890-121-1;природный газ;модель
expired;центробежный компрессор;57-ТУ-30286-2019;30.07.2019;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";на техническое устройство - Центробежный компрессор марки К-890-121-1, техн. № КЦ-101/3, зав. № 8551 (Площадка переработки попутного нефтяного газа Няганьгазпереработка АО «СибурТюменьГаз», УПГ-1);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-30286-2019;https://monitor-pb.ru/customer/7202116628;К-890-121-1;природный газ;модель
expired;центробежный компрессор;57-ТУ-44771-2019;24.10.2019;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";техническое устройство – Центробежный компрессор марки К-380-103-1, техн. № КЦ-101/4, зав. № 8572 (Площадка Тюменской компрессорной станции (Нижневартовский ГПЗ) АО «СибурТюменьГаз», ГПП-2, ЦКиТГ);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-44771-2019;https://monitor-pb.ru/customer/7202116628;К-380-103-1;природный газ;данные
expired;центробежный компрессор;57-ТУ-44790-2019;24.10.2019;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";техническое устройство – Центробежный компрессор марки К-380-103-1, техн. № КЦ-101/3, зав. № 8570 (Площадка Тюменской компрессорной станции (Нижневартовский ГПЗ) АО «СибурТюменьГаз», ГПП-2, ЦКиТГ);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-44790-2019;https://monitor-pb.ru/customer/7202116628;К-380-103-1;природный газ;данные
expired;центробежный компрессор;57-ТУ-44796-2019;24.10.2019;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";техническое устройство – Центробежный компрессор марки К-380-103-1, техн. № КЦ-101/2, зав. № 8571 (Площадка Тюменской компрессорной станции (Нижневартовский ГПЗ) АО «СибурТюменьГаз», ГПП-2, ЦКиТГ);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-44796-2019;https://monitor-pb.ru/customer/7202116628;К-380-103-1;природный газ;данные
expired;центробежный компрессор;57-ТУ-44800-2019;24.10.2019;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";техническое устройство – Центробежный компрессор марки К-380-103-1, техн. № КЦ-101/1, зав. № 9182 (Площадка Тюменской компрессорной станции (Нижневартовский ГПЗ) АО «СибурТюменьГаз», ГПП-2, ЦКиТГ);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-44800-2019;https://monitor-pb.ru/customer/7202116628;К-380-103-1;природный газ;данные
expired;центробежный компрессор;57-ТУ-51952-2019;28.11.2019;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";Центробежный компрессор марки 8RPA-70 «Светлана», техн. № ТК-5, зав. № 1805565, (ГПП-1, ПХУ-2 Площадка переработки попутного нефтяного газа Нижневартовского ГПЗ «АО СибурТюменьГаз – «Нижневартовский ГПЗ»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-51952-2019;https://monitor-pb.ru/customer/7202116628;ГПП-1;природный газ;данные
expired;центробежный компрессор;57-ТУ-51956-2019;28.11.2019;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";Центробежный компрессор марки 8RPA-70 «Светлана», техн. № ТК-2, зав. № 1805562, (ГПП-1, ПХУ-2 Площадка переработки попутного нефтяного газа Нижневартовского ГПЗ «АО СибурТюменьГаз – «Нижневартовский ГПЗ»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-51956-2019;https://monitor-pb.ru/customer/7202116628;ГПП-1;природный газ;данные
expired;центробежный компрессор;57-ТУ-51968-2019;28.11.2019;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";Центробежный компрессор марки 8RPA-70 «Светлана», техн. № ТК-1, зав. № 1805561, (ГПП-1, ПХУ-2 Площадка переработки попутного нефтяного газа Нижневартовского ГПЗ «АО СибурТюменьГаз – «Нижневартовский ГПЗ»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-51968-2019;https://monitor-pb.ru/customer/7202116628;ГПП-1;природный газ;данные
expired;центробежный компрессор;57-ТУ-54060-2019;06.12.2019;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";Центробежный компрессор марки 8RPA-70 «Светлана», техн. № ТК-3, зав. № 1805563, (ГПП-1, ПХУ-2 Площадка переработки попутного нефтяного газа Нижневартовского ГПЗ «АО СибурТюменьГаз – «Нижневартовский ГПЗ»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-54060-2019;https://monitor-pb.ru/customer/7202116628;ГПП-1;природный газ;данные
expired;центробежный компрессор;59-ТУ-39609-2019;30.09.2019;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";техническое устройство - Центробежный компрессор марки К-890-121-1, техн. № КЦ-101/2, зав. № 9809 (Площадка переработки попутного нефтяного газа Губкинского ГПЗ АО «СибурТюменьГаз», УКГ-1);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-39609-2019;https://monitor-pb.ru/customer/7202116628;К-890-121-1;природный газ;модель
expired;центробежный компрессор;26-ТУ-01450-2019;31.01.2019;5191431170;"АО ""КОЛЬСКАЯ ГМК""";заключение экспертизы промышленной безопасности на техническое устройство: Центробежный компрессор К-500-61-5, № 1, зав.№ 8335, инв.№ 94328, цеха энерго и электроснабжения, АО «Кольская ГМК» (г. Заполярный, Мурманской обл.).;ТУ;7456009669;"ООО ""МЕТАМ""";соответствует;https://monitor-pb.ru/conclusion/26-%D0%A2%D0%A3-01450-2019;https://monitor-pb.ru/customer/5191431170;К-500-61-5;воздух;данные
expired;центробежный компрессор;57-ТУ-06312-2019;18.02.2019;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";техническое устройство – Центробежный компрессор марки Кларк 553В6, техн. № С-102А, зав. № 553-6-3845F (Площадка переработки попутного нефтяного газа Нижневартовского ГПЗ АО «СибурТюменьГаз», ГПП-1, ТУ-4);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-06312-2019;https://monitor-pb.ru/customer/7202116628;Кларк 55;природный газ;модель
expired;центробежный компрессор;57-ТУ-53374-2017;28.12.2017;8603138733;"ООО ""Белозерный ГПК""";Техническое устройство - Центробежный компрессор марки К-890-121-1, техн. № ТК-2, зав. № 8825 (Площадка компрессорной станции «Варьеганская КС-III очередь» ООО «Белозерный ГПК», РГПП, ВКС);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-53374-2017;https://monitor-pb.ru/customer/8603138733;К-890-121-1;природный газ;модель
