nazvanie;inn;nazvanie_egrul;kpp;region;okved;status;rukovoditel;dolzhnost;kandidatov;pochemu
"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 29 ГЛАВНОГО УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО КЕМЕРОВСКОЙ ОБЛАСТИ - КУЗБАССУ""";4210005980;ФКУ ИК-29 ГУФСИН РОССИИ ПО КЕМЕРОВСКОЙ ОБЛАСТИ - КУЗБАССУ;420501001;Кемеровская область - Кузбасс;84.23.4;ACTIVE;Жуков Александр Владимирович;НАЧАЛЬНИК;1;один кандидат
"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЛЕЧЕБНОЕ ИСПРАВИТЕЛЬНОЕ УЧРЕЖДЕНИЕ № 1 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО ТОМСКОЙ ОБЛАСТИ""";7020035639;ФКУ ЛИУ-1 УФСИН РОССИИ ПО ТОМСКОЙ ОБЛАСТИ;701701001;Томская обл;84.23.4;ACTIVE;Карчагин Евгений Владимирович;НАЧАЛЬНИК;1;один кандидат
"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЛЕЧЕБНОЕ ИСПРАВИТЕЛЬНОЕ УЧРЕЖДЕНИЕ № 2 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО ЕВРЕЙСКОЙ АВТОНОМНОЙ ОБЛАСТИ""";7902004479;ФКУ ЛИУ-2 УФСИН РОССИИ ПО ЕВРЕЙСКОЙ АВТОНОМНОЙ ОБЛАСТИ;790201001;Еврейская Аобл;84.23.4;LIQUIDATED;Игринев Владимир Владимирович;ПРЕДСЕДАТЕЛЬ ЛИКВИДАЦИОННОЙ КОМИССИИ;1;один кандидат
"СВИРСКИЙ РАЙОН ГИДРОСООРУЖЕНИЙ И СУДОХОДСТВА - ФИЛИАЛ ФБУ ""АДМИНИСТРАЦИЯ ВОЛГО-БАЛТИЙСКОГО БАССЕЙНА ВНУТРЕННИХ ВОДНЫХ ПУТЕЙ""";7812024833;"СВИРСКИЙ РАЙОН ГИДРОСООРУЖЕНИЙ И СУДОХОДСТВА - ФИЛИАЛ ФБУ ""АДМИНИСТРАЦИЯ ВОЛГО-БАЛТИЙСКОГО БАССЕЙНА ВНУТРЕННИХ ВОДНЫХ ПУТЕЙ""";470902001;Ленинградская обл;;ACTIVE;;;1;один кандидат
"АО ""НИИЭФА""";7817331468;"АО ""НИИЭФА""";781701001;г Санкт-Петербург;72.19.9;ACTIVE;Герцог Сергей Викторович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"ПЕРМСКИЙ РАЙОН ГИДРОТЕХНИЧЕСКИХ СООРУЖЕНИЙ И СУДОХОДСТВА-ФИЛИАЛ ФБУ ""АДМИНИСТРАЦИЯ КАМСКОГО БАССЕЙНА ВНУТРЕННИХ ВОДНЫХ ПУТЕЙ""";5902290191;"ПЕРМСКИЙ РАЙОН ГИДРОТЕХНИЧЕСКИХ СООРУЖЕНИЙ И СУДОХОДСТВА-ФИЛИАЛ ФБУ ""АДМИНИСТРАЦИЯ КАМСКОГО БАССЕЙНА ВНУТРЕННИХ ВОДНЫХ ПУТЕЙ""";590702001;Пермский край;;ACTIVE;;;2;несколько кандидатов, взят первый
"АО ""ММЗ""";5029126076;"АО ""ММЗ""";502901001;Московская обл;30.40;ACTIVE;Овчинников Дмитрий Алексеевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ КОМБИНАТ ""ГОРНЫЙ"" УПРАВЛЕНИЯ ФЕДЕРАЛЬНОГО АГЕНТСТВА ПО ГОСУДАРСТВЕННЫМ РЕЗЕРВАМ ПО УРАЛЬСКОМУ ФЕДЕРАЛЬНОМУ ОКРУГ";;;;;;;;;;кандидатов нет
"ФГУП ""ВНИИФТРИ""";5044000102;"ФГУП ""ВНИИФТРИ""";504401001;Московская обл;72.19.9;ACTIVE;Донченко Сергей Иванович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;4;"отсеяно спутников: 1; несколько кандидатов, взят первый"
"федеральное государственное бюджетное образовательное учреждение высшего профессионального образования ""Пермский национальный исследовательский политехнический";;;;;;;;;;кандидатов нет
МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА СТРЕЖЕВОЙ;7022005647;АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА СТРЕЖЕВОЙ;702201001;Томская обл;84.11.35;ACTIVE;Дениченко Валерий Валериевич;МЭР ГОРОДСКОГО ОКРУГА СТРЕЖЕВОЙ;1;один кандидат
"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 16 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО АРХАНГЕЛЬСКОЙ ОБЛАСТИ""";2906005160;ФКУ ИК-16 УФСИН РОССИИ ПО АРХАНГЕЛЬСКОЙ ОБЛАСТИ;290601001;Архангельская обл;84.23.4;ACTIVE;Нехин Григорий Александрович;НАЧАЛЬНИК;1;один кандидат
АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ЕЙСКИЙ РАЙОН;2331006416;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ЕЙСКИЙ РАЙОН;236101001;Краснодарский край;84.11.33;ACTIVE;Бублик Роман Юрьевич;ГЛАВА МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ЕЙСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН КРАСНОДАРСКОГО КРАЯ;1;один кандидат
"ГУП ""БРЯНСККОММУНЭНЕРГО""";3250054100;"ГУП ""БРЯНСККОММУНЭНЕРГО""";325701001;Брянская обл;35.30.14;ACTIVE;Граборов Александр Николаевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;"отсеяно спутников: 2; один кандидат"
"УМП ""Водоканал""";6627012077;"УМП ""ВОДОКАНАЛ""";668401001;Свердловская обл;36.00.2;ACTIVE;Шуреков Дмитрий Андреевич;ДИРЕКТОР;5;несколько кандидатов, взят первый
"АО ""КМКР""";2626003072;"АО ""КМКР""";262601001;Ставропольский край;71.12.3;ACTIVE;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КАВКАЗ.РФ""";;1;один кандидат
"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА РЯЗАНИ ""МУНИЦИПАЛЬНЫЙ ЦЕНТР ТОРГОВ""";6234147017;"МКУ ГОРОДА РЯЗАНИ ""МЦТ""";623401001;Рязанская обл;69.10;ACTIVE;Бодров Валерий Владленович;ДИРЕКТОР;1;один кандидат
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВСЕРОССИЙСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ АВИАЦИОННЫХ МАТЕРИАЛОВ""";7701024933;"НИЦ ""КУРЧАТОВСКИЙ ИНСТИТУТ"" - ВИАМ";770101001;г Москва;72.19.9;ACTIVE;Яковлев Сергей Викторович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ  УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА"" ОРЛОВСКОГО РАЙОНА РОСТОВСКОЙ ОБЛАСТИ";;;;;;;;;;кандидатов нет
"АО ""УНИИКМ""";5906092190;"АО ""УНИИКМ""";590601001;Пермский край;30.30.5;ACTIVE;Шафранович Александр Александрович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
Администрация городского поселения Лянтор;8617021990;АДМИНИСТРАЦИЯ ГОРОДСКОГО ПОСЕЛЕНИЯ ЛЯНТОР;861701001;Ханты-Мансийский Автономный округ - Югра;84.11.32;ACTIVE;Луценко Алексей Николаевич;ГЛАВА МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОДСКОЕ ПОСЕЛЕНИЕ ЛЯНТОР;1;один кандидат
"МУП ""ВОДОКАНАЛ""";6608001915;"МУП ""ВОДОКАНАЛ""";667001001;Свердловская обл;36.00.2;ACTIVE;Гусев Антон Александрович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""РУЗСКИЙ ЦЕНТР ОБЕСПЕЧЕНИЯ ПУНКТОВ УПРАВЛЕНИЯ МЧС РОССИИ""";5075003262;"ФГКУ ""РУЗСКИЙ ЦОПУ МЧС РОССИИ""";507501001;Московская обл;84.22;ACTIVE;Борисов Роман Игоревич;НАЧАЛЬНИК;1;один кандидат
"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ МУНИЦИПАЛЬНЫХ ЗАКУПОК""";3128100967;"МКУ ""УМЗ""";312801001;Белгородская обл;84.11.22;ACTIVE;Цветанов Сергей Сергеевич;ДИРЕКТОР;5;несколько кандидатов, взят первый
"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 2 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО АСТРАХАНСКОЙ ОБЛАСТИ""";3016032540;ФКУ ИК-2 УФСИН РОССИИ ПО АСТРАХАНСКОЙ ОБЛАСТИ;301901001;Астраханская обл;84.23.4;ACTIVE;Абилов Халиг Ильгар Оглы;НАЧАЛЬНИК;1;один кандидат
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ФТИЗИООФТАЛЬМОЛОГИЧЕСКИЙ САНАТОРИЙ ""КРАСНЫЙ ВАЛ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ  РОССИЙСКОЙ ФЕДЕРАЦИИ";4710005610;"ФГБУ ФОС ""КРАСНЫЙ ВАЛ"" МИНЗДРАВА РОССИИ";471001001;Ленинградская обл;86.90.4;LIQUIDATED;Безрукавая Татьяна Ивановна;ИСПОЛНЯЮЩАЯ ОБЯЗАННОСТИ ГЛАВНОГО ВРАЧА;1;один кандидат
МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ХОЗЯЙСТВЕННО-ЭКСПЛУАТАЦИОННАЯ СЛУЖБА СИСТЕМЫ ОБРАЗОВАНИЯ;5205611218;МБУ ХЭС;520501001;Нижегородская обл;68.32.2;ACTIVE;Бердиев Мырат Акмамедович;ДИРЕКТОР;4;несколько кандидатов, взят первый
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ НАУЧНОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНЫЙ НАУЧНЫЙ ЦЕНТР ПЧЕЛОВОДСТВА""";6213000373;"ФГБНУ ""ФНЦ ПЧЕЛОВОДСТВА""";621301001;Рязанская обл;72.19;ACTIVE;Шестакова Анастасия Ивановна;ИСПОЛНЯЮЩАЯ ОБЯЗАННОСТИ ДИРЕКТОРА;1;один кандидат
"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 6 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО ОРЕНБУРГСКОЙ ОБЛАСТИ""";5646000068;ФКУ ИК-6 УФСИН РОССИИ ПО ОРЕНБУРГСКОЙ ОБЛАСТИ;564601001;Оренбургская обл;84.23.4;ACTIVE;Коробов Юрий Петрович;НАЧАЛЬНИК;1;один кандидат
"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""КОЛОНИЯ-ПОСЕЛЕНИЕ № 3 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО БРЯНСКОЙ ОБЛАСТИ""";3229002638;ФКУ КП-3 УФСИН РОССИИ ПО БРЯНСКОЙ ОБЛАСТИ;322901001;Брянская обл;84.23.4;ACTIVE;Зык Андрей Васильевич;НАЧАЛЬНИК;1;один кандидат
"МКУ города Рязани ""МЦТ""";6234147017;"МКУ ГОРОДА РЯЗАНИ ""МЦТ""";623401001;Рязанская обл;69.10;ACTIVE;Бодров Валерий Владленович;ДИРЕКТОР;1;один кандидат
"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ТОТЬМА-ВОДОКАНАЛ""";3518007307;"МУП ""ТОТЬМА-ВОДОКАНАЛ""";351801001;Вологодская обл;36.00.1;ACTIVE;Мишуринский Александр Владимирович;ДИРЕКТОР;1;один кандидат
"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ГОРОД ВОЛОГДА"" ""ВОЛОГДАГОРВОДОКАНАЛ""";;;;;;;;;;кандидатов нет
"ФГАОУ ВО ""ДАЛЬНЕВОСТОЧНЫЙ ФЕДЕРАЛЬНЫЙ УНИВЕРСИТЕТ"", ДАЛЬНЕВОСТОЧНЫЙ ФЕДЕРАЛЬНЫЙ УНИВЕРСИТЕТ, ФГАОУ ВО ДВФУ, ДВФУ";2536014538;"ФГАОУ ВО ""ДАЛЬНЕВОСТОЧНЫЙ ФЕДЕРАЛЬНЫЙ УНИВЕРСИТЕТ"", ДАЛЬНЕВОСТОЧНЫЙ ФЕДЕРАЛЬНЫЙ УНИВЕРСИТЕТ, ФГАОУ ВО ДВФУ, ДВФУ";254001001;Приморский край;85.22.1;ACTIVE;Коробец Борис Николаевич;РЕКТОР;4;несколько кандидатов, взят первый
АДМИНИСТРАЦИЯ ПОГРАНИЧНОГО МУНИЦИПАЛЬНОГО РАЙОНА ПРИМОРСКОГО КРАЯ;;;;;;;;;;кандидатов нет
"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КАЛИНИНГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР МАТЕРИАЛЬНО-ТЕХНИЧЕСКОГО ОБЕСПЕЧЕНИЯ ОРГАНОВ ГОСУДАРСТВЕННОЙ ВЛАСТИ КАЛИНИНГРАДСКОЙ ОБЛАСТИ""";3904601339;"ГБУ КО ""ЦЕНТР МТО ОГВ КО""";390601001;Калининградская обл;81.10;ACTIVE;Прохорова Марина Александровна;РУКОВОДИТЕЛЬ (ДИРЕКТОР);1;один кандидат
АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО РАЙОНА КРАСНОЯРСКИЙ САМАРСКОЙ ОБЛАСТИ;6376061460;АДМИНИСТРАЦИЯ ПОСЕЛЕНИЯ;637601001;Самарская обл;84.11.31;ACTIVE;Коротин Андрей Николаевич;ГЛАВА СЕЛЬСКОГО ПОСЕЛЕНИЯ;5;несколько кандидатов, взят первый
"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""КОЛОНИЯ-ПОСЕЛЕНИЕ № 48 ГЛАВНОГО УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО КРАСНОЯРСКОМУ КРАЮ""";2428000591;ФКУ КП-48 ГУФСИН РОССИИ ПО КРАСНОЯРСКОМУ КРАЮ;242801001;Красноярский край;84.23.4;ACTIVE;Жеребцов Эдуард Владимирович;НАЧАЛЬНИК;1;один кандидат
"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""УПРАВЛЕНИЕ ГОРОДСКОГО ХОЗЯЙСТВА"" МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОДА ПЫТЬ-ЯХ";8612007896;"МУП ""УГХ"" М.О.Г.ПЫТЬ-ЯХ";861201001;Ханты-Мансийский Автономный округ - Югра;35.30.14;ACTIVE;Савченко Владимир Викторович;ИСПОЛНЯЮЩИЙ ОБЯЗАННОСТИ ДИРЕКТОРА;1;один кандидат
Администрация городского округа город Урюпинск Волгоградской области;3438001187;АДМИНИСТРАЦИЯ ГОРОДСКОГО ОКРУГА Г. УРЮПИНСК;343801001;Волгоградская обл;84.11.35;ACTIVE;Хорошеньков Юрий Николаевич;ГЛАВА ГОРОДСКОГО ОКРУГА ГОРОД УРЮПИНСК;1;один кандидат
АДМИНИСТРАЦИЯ М.О. КИРЕЕВСКИЙ РАЙОН;7128004812;АДМИНИСТРАЦИЯ М.О. КИРЕЕВСКИЙ РАЙОН;712801001;Тульская обл;84.11.33;ACTIVE;Галкин Владислав Станиславович;ГЛАВА АДМИНИСТРАЦИИ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ КИРЕЕВСКИЙ РАЙОН;5;несколько кандидатов, взят первый
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ДАЛЬНЕВОСТОЧНЫЙ ГОСУДАРСТВЕННЫЙ ТЕХНИЧЕСКИЙ РЫБОХОЗЯЙСТВЕННЫЙ УНИВЕРСИТЕТ""";2538008586;"ФГБОУ ВО ""ДАЛЬРЫБВТУЗ""";253801001;Приморский край;85.22.1;ACTIVE;Жук Татьяна Алексеевна;РЕКТОР;1;один кандидат
ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ СПОРТИВНАЯ ШКОЛА ОЛИМПИЙСКОГО РЕЗЕРВА № 3 КАЛИНИНСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА;7804447730;ГБУ ДО СШОР № 3 КАЛИНИНСКОГО РАЙОНА;780401001;г Санкт-Петербург;93.19;ACTIVE;Васильев Дмитрий Владимирович;ДИРЕКТОР;1;один кандидат
АДМИНИСТРАЦИЯ КЛЕПИКОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА РЯЗАНСКОЙ ОБЛАСТИ;6200018824;АДМИНИСТРАЦИЯ КЛЕПИКОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА;620001001;Рязанская обл;84.11.3;ACTIVE;Ефанов Денис Викторович;ГЛАВА КЛЕПИКОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА РЯЗАНСКОЙ ОБЛАСТИ;1;один кандидат
