nomer;predmet;tip;zakazchik;zakazchik_inn;organizator;organizator_inn;cena;data_nachala;data_okonchaniya;status;region;ssylka;centrobezhnyy_predmet;klyuch;istochnik;data_sbora
6080239;Поставка компрессора для холодильного шкафа;закупка по потребностям;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИЙ САД № 2 КОМБИНИРОВАННОГО ВИДА ПЕТРОДВОРЦОВОГО РАЙОНА САНКТ-ПЕТЕРБУРГА;7819016920;;;26850;25.05.2026;26.05.2026;Прием предложений завершен;г Санкт-Петербург;https://zakupki.mos.ru/need/6080239;нет;компрессор;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
6083093;Проведение ТО винтовых компрессоров;B2B;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СОРБЕНТ""";5908001417;;;;22.05.2026;02.06.2026;Отменена; Пермский край;https://zakupki.mos.ru/need/6083093;нет;компрессор;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
6044568;Поставка компрессора SECOP SC21CL;B2B;Федеральный научно-производственный центр акционерное общество «Научно-производственное объединение «Марс»;7303026811;;;;28.04.2026;04.05.2026;Прием предложений завершен;г Москва;https://zakupki.mos.ru/need/6044568;нет;компрессор;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
6007572;Поставка компрессора герметичного низкотемпературного;закупка по потребностям;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИЙ САД № 19 ПРИМОРСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА;7814719943;;;38415;06.04.2026;07.04.2026;Прием предложений завершен;г Санкт-Петербург;https://zakupki.mos.ru/need/6007572;нет;компрессор;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5935224;Поставка компрессора для сушильной машины;закупка по потребностям;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИЙ САД № 56 КРАСНОСЕЛЬСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА;7807026031;;;34800;24.02.2026;25.02.2026;Прием предложений завершен;г Санкт-Петербург;https://zakupki.mos.ru/need/5935224;нет;компрессор;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5891779;Винтовой компрессор LPD15PM-8;B2B;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДЕЛЬТАЛИЗИНГ""";2536247123;;;;29.01.2026;20.02.2026;Прием предложений завершен;г Москва;https://zakupki.mos.ru/need/5891779;нет;компрессор;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
10085389;Компрессор автомобильный AVS KE450L;котировочная сессия;Государственное бюджетное профессиональное образовательное учреждение города Москвы «Медицинский колледж № 7»;7709436696;;;11000;26.11.2025;26.11.2025;Проведена;г Москва;https://zakupki.mos.ru/auction/10085389;нет;компрессор;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5708166;Колесо компрессора / Compressor wheel;B2B;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МАЛАЯ СУДОХОДНАЯ КОМПАНИЯ""";5192704092;;;;01.10.2025;15.10.2025;Прием предложений завершен;г Москва;https://zakupki.mos.ru/need/5708166;нет;компрессор;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
9989721;Компрессор Tecumseh AE4460Z-FZ1C;котировочная сессия;Государственное автономное учреждение города Москвы Инженерный научно-практический центр «Гормедтехника Департамента здравоохранения города Москвы»;7725262013;;;14350;05.06.2025;06.06.2025;Не состоялась;г Москва;https://zakupki.mos.ru/auction/9989721;нет;компрессор;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5420175;Закупка кольца уплотнительного для компрессора;B2B;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЮЖНЫЙ ЦЕНТР СУДОСТРОЕНИЯ И СУДОРЕМОНТА""";3023004670;;;300;24.03.2025;28.03.2025;Прием предложений завершен;г Москва;https://zakupki.mos.ru/need/5420175;нет;компрессор;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5328541;Компрессор воздушный КВД-М;B2B;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВЫБОРГСКИЙ СУДОСТРОИТЕЛЬНЫЙ ЗАВОД""";4704012874;;;;27.01.2025;04.02.2025;Прием предложений завершен;г Москва;https://zakupki.mos.ru/need/5328541;нет;компрессор;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5290873;Поставка оборудования для обслуживания компрессора;закупка по потребностям;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""КОЛЛЕДЖ ЭЛЕКТРОНИКИ И ПРИБОРОСТРОЕНИЯ""";7807017647;;;36833.97;20.12.2024;23.12.2024;Прием предложений завершен;г Санкт-Петербург;https://zakupki.mos.ru/need/5290873;нет;компрессор;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5196534;Поставка компрессора холодильного поршневого;закупка по потребностям;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИЙ САД № 4 МОСКОВСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА;7810215127;;;37000;06.11.2024;07.11.2024;Прием предложений завершен;г Санкт-Петербург;https://zakupki.mos.ru/need/5196534;нет;компрессор;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5194137;Компрессор воздушный для медицинских изделий;закупка по потребностям;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""КРАСНОГОРСКАЯ СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА ИМ. Л.Ф. СМУРОВОЙ""";5024058584;;;600000;05.11.2024;05.11.2024;Прием предложений завершен;обл Московская;https://zakupki.mos.ru/need/5194137;нет;компрессор;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5186104;Компрессор 1-цилиндровый Камаз;B2B;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УРАЛ - ТРАНСКОМ""";5944202327;;;;30.10.2024;06.11.2024;Прием предложений завершен;г Москва;https://zakupki.mos.ru/need/5186104;нет;компрессор;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5093920;Поставка компрессора для холодильного оборудования;закупка по потребностям;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ СТАЦИОНАРНОЕ УЧРЕЖДЕНИЕ СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ МОСКОВСКОЙ ОБЛАСТИ ""КУРОВСКОЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ""";5073065270;;;22680;19.08.2024;20.08.2024;Прием предложений завершен;обл Московская;https://zakupki.mos.ru/need/5093920;нет;компрессор;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
9810718;Автомобильный компрессор berkut r17;котировочная сессия;Государственное бюджетное учреждение культуры города Москвы «Московский академический театр сатиры»;7710002492;;;24540;25.07.2024;25.07.2024;Проведена;г Москва;https://zakupki.mos.ru/auction/9810718;нет;компрессор;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
9804830;Компрессор автомобильный Stvol Q5;котировочная сессия;Государственное бюджетное профессиональное образовательное учреждение города Москвы «Медицинский колледж № 7»;7709436696;;;6540;15.07.2024;15.07.2024;Не состоялась;г Москва;https://zakupki.mos.ru/auction/9804830;нет;компрессор;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5049173;Работы по монтажу винтового компрессора;закупка по потребностям;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ""РЕГИОНАЛЬНЫЙ ЦЕНТР СПОРТИВНЫХ СООРУЖЕНИЙ КУЗБАССА""";4205382140;;;150000;04.07.2024;05.07.2024;Прием предложений завершен;обл Кемеровская - Кузбасс;https://zakupki.mos.ru/need/5049173;нет;компрессор;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
9784740;ЧАСТИ ЗАПАСНЫЕ К КОМПРЕССОРАМ;котировочная сессия;Государственное бюджетное общеобразовательное учреждение города Москвы «Воробьевы горы»;7736110982;;;19725.66;06.06.2024;07.06.2024;Проведена;г Москва;https://zakupki.mos.ru/auction/9784740;нет;компрессор;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
9782427;Компрессор поршневой DAC 250SS;котировочная сессия;Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 64 Департамента здравоохранения города Москвы»;7718104190;;;31990;03.06.2024;04.06.2024;Проведена;г Москва;https://zakupki.mos.ru/auction/9782427;нет;компрессор;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
9779545;Компрессор автомобильный AVS KE450L;котировочная сессия;Государственное бюджетное профессиональное образовательное учреждение города Москвы «Медицинский колледж № 1»;7713017810;;;11000;29.05.2024;29.05.2024;Проведена;г Москва;https://zakupki.mos.ru/auction/9779545;нет;компрессор;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
9764604;Компрессор автомобильный AVS KE450L;котировочная сессия;Акционерное общество «Московский Метрострой»;7710068052;;;27500;27.04.2024;27.04.2024;Проведена;г Москва;https://zakupki.mos.ru/auction/9764604;нет;компрессор;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
4927083;Закупка матрасов противопролежневых с компрессором.;закупка по потребностям;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ МОСКОВСКОЙ ОБЛАСТИ ""СЕРЕБРЯНО-ПРУДСКИЙ ДОМ-ИНТЕРНАТ МАЛОЙ ВМЕСТИМОСТИ ""НАДЕЖДА""";5076006481;;;74355;27.03.2024;01.04.2024;Прием предложений завершен;обл Московская;https://zakupki.mos.ru/need/4927083;нет;компрессор;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
4924854;Поставка компрессора и комплектующих к нему.;закупка по потребностям;"МУП ""ТЕПЛО КОЛОМНЫ""";5022030985;;;18825.05;26.03.2024;28.03.2024;Прием предложений завершен;обл Московская;https://zakupki.mos.ru/need/4924854;нет;компрессор;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
9667207;Компрессор автомобильный AVS KE450L;котировочная сессия;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСКОВСКИЙ ГОРОДСКОЙ ЦЕНТР ДЕЗИНФЕКЦИИ""";7716082078;;;30900;27.11.2023;27.11.2023;Проведена;г Москва;https://zakupki.mos.ru/auction/9667207;нет;компрессор;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
4708795;поставка воздушного компрессора ХА090;B2B;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЕТЕРБУРГЦЕМЕНТ""";4713008017;;;;06.11.2023;09.11.2023;Прием предложений завершен;г Москва;https://zakupki.mos.ru/need/4708795;нет;компрессор;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
