organizator;inn_organizatora;inn_primechanie;zakazchiki;inn_zakazchikov;predmet;summa;data_publikacii;region;stadiya;tip_procedury;sekciya;reestrovyy_nomer;ssylka;zapros;centrobezhnyy_predmet;centro_priznak;centro_shum
ГЭХ Закупки;;нет в словаре площадки;ПАО ТГК-1;7841312071;МИ №1739/МИ - Турбокомпрессоры к тепловозам для нужд Апатитской ТЭЦ (D24NP00166);2359999.2;2024-04-22;Санкт-Петербург;completed;Запрос (ценовых) котировок;Закупки.Бизнес;32413533755;https://etpgpb.ru/procedures/etp/945739-mi-1739-mi-turbokompressory-k-teplovozam-dlya-nuzhd-apatitskoy-tets-d24np00166/;турбокомпрессор;нет;турбокомпрессор;автотранспортный турбокомпрессор
"АО ""СЗ""";9106001900;;"АО ""СЗ""";9106001900;Ремонт трубного пучка охладителя газа F=400м2 турбокомпрессора 4VRZ 250/520 G.;;2020-04-28;Республика Крым;completed;Запрос предложений;Закупки.Бизнес;ГП040717;https://etpgpb.ru/procedures/etp/346862-remont-trubnogo-puchka-ohladitelya-gaza-f-400m2-turbokompressora-4vrz-250-520-g/;турбокомпрессор;да;турбокомпрессор;
"ЧФ ООО ""Мечел-Энерго""";7722245108;;"ЧФ ООО ""Мечел-Энерго""";7722245108;"Химическая очистка конденсатора турбины турбокомпрессора №2, №3 Согласно ТЗ для нужд ЧФ ООО ""МЕЧЕЛ-ЭНЕРГО""";4075555.2;2024-03-21;Челябинская область;completed;Попозиционная;Закупки.Бизнес223;32413411976;https://etpgpb.ru/procedures/etp/928470-himicheskaya-ochistka-kondensatora-turbiny-turbokompressora-2-3-soglasno-tz-dlya-nuzhd-chf-ooo-mechel-energo/;турбокомпрессор;да;турбокомпрессор;
"ЧФ ООО ""Мечел-Энерго""";7722245108;;"ЧФ ООО ""Мечел-Энерго""";7722245108;"Проведение ЭПБ турбокомпрессоров, турбогенераторов, паровых турбин и газопроводов Согласно ТЗ для нужд ЧФ ООО ""МЕЧЕЛ-ЭНЕРГО""";6846000.0;2023-12-26;Челябинская область;completed;Запрос предложений в электронной форме для СМСП;Закупки.Бизнес223;32313131630;https://etpgpb.ru/procedures/etp/890591-provedenie-epb-turbokompressorov-turbogeneratorov-parovyh-turbin-i-gazoprovodov-soglasno-tz-dlya-nuzhd-chf-ooo-mechel-energo/;турбокомпрессор;да;турбокомпрессор;
ЛОК Витязь;2301088612;;ЛОК Витязь;2301088612;Выполнение работ по техническому обслуживанию газопоршневых агрегатов ГПЭС ООО «ЛОК «Витязь», включая техническое обслуживание турбокомпрессоров.;9849265.54;2024-07-03;Краснодарский край;completed;Маркетинговые исследования;Закупки ГК «Газпром»;32413774414;https://etpgpb.ru/procedures/gaz/218168-vypolnenie-rabot-po-tehnicheskomu-obsluzhivaniyu-gazoporshnevyh-agregatov-gpes-ooo-lok-vityaz-vklyuchaya-tehnicheskoe-obsluzhivanie-turbokompressorov/;турбокомпрессор;да;турбокомпрессор;
ЦРМЗ;7721678652;;ЦРМЗ;7721678652;Турбокомпрессор ТКР 100-05;;2023-08-21;Москва;completed;Ценовой запрос;Закупки.Бизнес;495911;https://etpgpb.ru/procedures/price_request/495911-turbokompressor-tkr-100-05/;турбокомпрессор;да;турбокомпрессор;
Востокгазпром;7017005296;;Газпром метанол;7017156263;Поставка запасных частей турбокомпрессора конвертируемого газа для нужд ООО «Сибметахим»;3700000.0;2017-05-05;Томская область;completed;Запрос предложений;Закупки ГК «Газпром»;ГП705006;https://etpgpb.ru/procedures/gaz/88885-postavka-zapasnyh-chastey-turbokompressora-konvertiruemogo-gaza-dlya-nuzhd-ooo-sibmetahim/;турбокомпрессор;да;турбокомпрессор;
;;в словаре площадки ИНН пустой;АО КОЛЬСКОЕ ПРЕДПРИЯТИЕ ЭРА;5112000689;ЗИП к турбокомпрессорам 4ТК-03, 4ТК-04 (левый и правый) в сборе;0.0;2026-06-16;Москва;completed;Попозиционная закупка;Закупки.Бизнес;КП000006810;https://etpgpb.ru/procedures/commerce/6773-zip-k-turbokompressoram-4tk-03-4tk-04-levyy-i-pravyy-v-sbore/;турбокомпрессор;да;турбокомпрессор;
;;в словаре площадки ИНН пустой;АО КОЛЬСКОЕ ПРЕДПРИЯТИЕ ЭРА;5112000689;ЗИП к турбокомпрессорам 4ТК-03, 4ТК-04 (левый и правый) в сборе;0.0;2026-05-29;Москва;completed;Попозиционная закупка;Закупки.Бизнес;КП000006625;https://etpgpb.ru/procedures/commerce/6599-zip-k-turbokompressoram-4tk-03-4tk-04-levyy-i-pravyy-v-sbore/;турбокомпрессор;да;турбокомпрессор;
АО АК № 1825;5612002437;;АО АК № 1825;5612002437;Турбокомпрессоры и запасные части для двигателя Cummins;422442.98;2019-08-15;Оренбургская область;completed;Ценовой запрос;Торговый портал;109236;https://etpgpb.ru/procedures/price_request/109236-turbokompressory-i-zapasnye-chasti-dlya-dvigatelya-cummins/;турбокомпрессор;нет;турбокомпрессор;автотранспортный турбокомпрессор
"ЧФ ООО ""Мечел-Энерго""";7722245108;;"ООО ""МЕЧЕЛ-ЭНЕРГО""";;ХИМИЧЕСКАЯ ОЧИСТКА ВОЗДУХООХЛАДИТЕЛЕЙ И КОНДЕНСАТОРА ТУРБОКОМПРЕССОРОВ ТК-1, ТК-2 СОГЛАСНО ТЗ ДЛЯ НУЖД ЧФ ООО «МЕЧЕЛ-ЭНЕРГО»;2368262.4;2020-11-24;Челябинская область;completed;Попозиционная;Закупки.Бизнес223;32009713427;https://etpgpb.ru/procedures/etp/416494-himicheskaya-ochistka-vozduhoohladiteley-i-kondensatora-turbokompressorov-tk-1-tk-2-soglasno-tz-dlya-nuzhd-chf-ooo-mechel-energo/;турбокомпрессор;да;турбокомпрессор;
"ЧФ ООО ""Мечел-Энерго""";7722245108;;"ООО ""МЕЧЕЛ-ЭНЕРГО""";;ХИМИЧЕСКАЯ ОЧИСТКА ВОЗДУХООХЛАДИТЕЛЕЙ И КОНДЕНСАТОРА ТУРБОКОМПРЕССОРОВ ТК-1, ТК-2 СОГЛАСНО ТЗ  ДЛЯ НУЖД ЧФ ООО «МЕЧЕЛ-ЭНЕРГО»;2368262.4;2020-11-02;Челябинская область;completed;Попозиционная;Закупки.Бизнес223;32009639629;https://etpgpb.ru/procedures/etp/407829-himicheskaya-ochistka-vozduhoohladiteley-i-kondensatora-turbokompressorov-tk-1-tk-2-soglasno-tz-dlya-nuzhd-chf-ooo-mechel-energo/;турбокомпрессор;да;турбокомпрессор;
"ЧФ ООО ""Мечел-Энерго""";7722245108;;"ООО ""МЕЧЕЛ-ЭНЕРГО""";;"Проведение заливки и механической обработки вкладышей Турбогенераторов, Турбокомпрессоров, Турбовоздуходувок Согласно ТЗ для нужд ЧФ ООО ""МЕЧЕЛ-ЭНЕРГО""";24000000.0;2023-01-10;Челябинская область;completed;Попозиционная;Закупки.Бизнес223;32312017807;https://etpgpb.ru/procedures/etp/728650-provedenie-zalivki-i-mehanicheskoy-obrabotki-vkladyshey-turbogeneratorov-turbokompressorov-turbovozduhoduvok-soglasno-tz-dlya-nuzhd-chf-ooo-mechel-energo/;турбокомпрессор;да;"турбокомпрессор; турбовоздуходувка; воздуходувка";
"ЧФ ООО ""Мечел-Энерго""";7722245108;;"ЧФ ООО ""Мечел-Энерго""";7722245108;"Проведение заливки и механической обработки вкладышей Турбогенераторов, Турбокомпрессоров, Турбовоздуходувок Согласно ТЗ для нужд ЧФ ООО ""МЕЧЕЛ-ЭНЕРГО""";25200000.0;2023-11-28;Челябинская область;completed;Попозиционная;Закупки.Бизнес223;32313013052;https://etpgpb.ru/procedures/etp/874876-provedenie-zalivki-i-mehanicheskoy-obrabotki-vkladyshey-turbogeneratorov-turbokompressorov-turbovozduhoduvok-soglasno-tz-dlya-nuzhd-chf-ooo-mechel-energo/;турбокомпрессор;да;"турбокомпрессор; турбовоздуходувка; воздуходувка";
"ООО ""ДИАЛЛ АЛЬЯНС""";7716182080;;"ООО ""ДИАЛЛ АЛЬЯНС""";7716182080;Выполнение работ по плановому техническому обслуживанию и ремонту турбокомпрессоров газопоршневых установок (ГПУ) INNIO Jenbacher J420GS в 2025-2027гг.;0.0;2025-02-04;Саратовская область;completed;Попозиционная;Закупки.Бизнес;ГП502924;https://etpgpb.ru/procedures/etp/1074822-vypolnenie-rabot-po-planovomu-tehnicheskomu-obsluzhivaniyu-i-remontu-turbokompressorov-gazoporshnevyh-ustanovok-gpu-innio-jenbacher-j420gs-v-2025-2027gg/;турбокомпрессор;да;турбокомпрессор;
«ГСП-Механизация»;7810442793;;«ГСП-Механизация»;7810442793;Заявка МЕКА-012047 турбокомпрессор CAT, Алдан;;2024-04-03;Республика Саха (Якутия);completed;Ценовой запрос;Торговый портал;595881;https://etpgpb.ru/procedures/price_request/595881-zayavka-meka-012047-turbokompressor-cat-aldan/;турбокомпрессор;да;турбокомпрессор;
"ООО ""Газпром нефтехим Салават""";0266048970;;"ООО ""Газпром нефтехим Салават""";0266048970;"33/10.01.24/КО/Э  Поставка масла для турбокомпрессоров для нужд ООО ""Газпром нефтехим Салават""";2240001.58;2024-01-11;Республика Башкортостан;completed;Конкурентный отбор;Закупки ГК «Газпром»;ГПК401064;https://etpgpb.ru/procedures/gaz/211964-33-10-01-24-ko-e-postavka-masla-dlya-turbokompressorov-dlya-nuzhd-ooo-gazprom-neftehim-salavat/;турбокомпрессор;да;турбокомпрессор;
МУП НФС ВОСКРЕСЕНСКАЯ;5515201050;;МУП НФС ВОСКРЕСЕНСКАЯ;5515201050;Работы по ремонту турбокомпрессора ТВ80-1,6-01.УЗ с исполнением на 2024 год;1181800.0;2024-04-17;Омская область;completed;Запрос котировок в электронной форме для СМСП;Закупки.Бизнес223;32413514170;https://etpgpb.ru/procedures/etp/942953-raboty-po-remontu-turbokompressora-tv80-16-01-uz-s-ispolneniem-na-2024-god/;турбокомпрессор;да;турбокомпрессор;
