klyuch;procedure_id;nomer;predmet;zakazchik;slug;inn;v_ocheredi;summa;data;sekciya;ssylka
компрессор;279425;31908248721;310/28.08.19/НСТЭЦ/МИ/Э/СМСП  Поставка насоса KSB MACD250-200-315 VC с муфтой комплект без эл. двигателя, без рамы;ГАЗПРОМ НЕФТЕХИМ САЛАВАТ;ooo-gazprom-neftehim-salavat;0266048970;да;2642303.91;2019-08-29;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/265018-310-28-08-19-nstets-mi-e-smsp-postavka-nasosa-ksb-macd250-200-315-vc-s-muftoy-komplekt-bez-el-dvigatelya-bez-ramy/
компрессор;288614;31908371457;349/04.10.19/НСТЭЦ/МИ/Э/СМСП Поставка мембран (диафрагм) для пневмопривода;ГАЗПРОМ НЕФТЕХИМ САЛАВАТ;ooo-gazprom-neftehim-salavat;0266048970;да;214150.67;2019-10-04;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/275434-349-04-10-19-nstets-mi-e-smsp-postavka-membran-diafragm-dlya-pnevmoprivoda/
компрессор;295088;31908447551;"367/28.10.19/НСТЭЦ/МИ/Э/СМСП  Поставка гидродинамической машины 
«Посейдон Е3-210-10» или эквивалент
";ГАЗПРОМ НЕФТЕХИМ САЛАВАТ;ooo-gazprom-neftehim-salavat;0266048970;да;156791.3;2019-10-28;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/282566-367-28-10-19-nstets-mi-e-smsp-postavka-gidrodinamicheskoy-mashiny-poseydon-e3-210-10-ili-ekvivalent/
компрессор;302741;31908544300;"401/19.11.19/НСТЭЦ/МИ/Э/СМСП  Поставка электрического погружного насоса KTZ611-53 или эквивалент
";ГАЗПРОМ НЕФТЕХИМ САЛАВАТ;ooo-gazprom-neftehim-salavat;0266048970;да;240700.0;2019-11-20;Закупки.Бизнес223;https://etpgpb.ru/procedure/tender/etp/290948-401-19-11-19-nstets-mi-e-smsp-postavka-elektricheskogo-pogruzhnogo-nasosa-ktz611-53-ili-ekvivalent/
компрессор;147236;31705566102;"Поставка  насосно-компрессорного оборудования и запчастей к нему для нужд ООО «Газпром добыча Ямбург» (№0001/17/2.2/0054037/ДЯмбург/ЗП/ГОС/Э/27.09.2017)
";ПАО ГАЗПРОМ;pao-gazprom;7736050003;;16924777.11;2017-09-27;Закупки ГК «Газпром»;https://etpgpb.ru/procedure/tender/gaz/98669-postavka-nasosno-kompressornogo-oborudovaniya-i-zapchastey-k-nemu-dlya-nuzhd-ooo-gazprom-dobycha-yamburg-0001-17-2-2-0054037-dyambur
компрессор;190469;ГП808343;«Изготовление, поставка и передача в собственность комплекта запасных частей динамического оборудования на два года эксплуатации» для нужд ООО «Криогаз-Высоцк»;КРИОГАЗ-ВЫСОЦК;ooo-kriogaz-vysotsk;7728863750;;;2018-08-03;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/169334-izgotovlenie-postavka-i-peredacha-v-sobstvennost-komplekta-zapasnyh-chastey-dinamicheskogo-oborudovaniya-na-dva-goda-ekspluatatsii-
компрессор;175568;31806394885;"Поставка насосно-компрессорного оборудования и запчастей к
ним для нужд филиалов ООО ""Газпром энерго""";«Газпром энерго»;ooo-gazprom-energo;7736186950;да;4190761.02;2018-04-19;Закупки ГК «Газпром»;https://etpgpb.ru/procedure/tender/gaz/111198-postavka-nasosno-kompressornogo-oborudovaniya-i-zapchastey-k-nim-dlya-nuzhd-filialov-ooo-gazprom-energo/
компрессор;491600;ГП151615;Компрессорное оборудование;"ПАО ""ЧМК""";pao-chelyabinskiy-metallurgicheskiy-kombinat;7450001007;;0.0;2021-03-25;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/434614-kompressornoe-oborudovanie/
компрессор;425942;ГП070704;"Разработка проектно-сметной документации «Техническое перевооружение участков трубопроводов нагнетания влажного воздуха от компрессоров Ingersoll Rand C1000 №1; С1000 №2 и С700 до общецехового коллектора влажного воздуха с установкой на данный участок трубопровода теплообменных аппаратов 325ТНГ-1,0-";КРИОГАЗ СЕВЕРО-ЗАПАД;ooo-kriogenmash-gaz;5003063216;да;;2020-10-30;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/407866-razrabotka-proektno-smetnoy-dokumentatsii-tehnicheskoe-perevooruzhenie-uchastkov-truboprovodov-nagnetaniya-vlazhnogo-vozduha-ot-kom
компрессор;184538;ГП818836;Попозиционная закупка на право заключения договора на поставку ЗИПа к компрессорному оборудования в 3-м квартале 2018 г;ОМЗ-ЛП;ooo-omz-liteynoe-proizvodstvo;7817309906;;;2018-06-23;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/162638-popozitsionnaya-zakupka-na-pravo-zaklyucheniya-dogovora-na-postavku-zipa-k-kompressornomu-oborudovaniya-v-3-m-kvartale-2018-g/
компрессор;928783;ГП327879;Запчасти к компрессорному оборудованию;"АО ""МОСКОКС""";ao-moskovskiy-koksogazovyy-zavod;5003003915;;0.0;2023-03-16;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/756874-zapchasti-k-kompressornomu-oborudovaniyu/
компрессор;166018;ГП802839;"Оказание услуг по проведению экспертизы промышленной безопасности технологического оборудования АО ХК ""Якутуголь"" с истекшим сроком эксплуатации в 2018 году";"АО ХК ""Якутуголь""";ao-holdingovaya-kompaniya-yakutugol;1434026980;;;2018-02-09;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/135173-okazanie-uslug-po-provedeniyu-ekspertizy-promyshlennoy-bezopasnosti-tehnologicheskogo-oborudovaniya-ao-hk-yakutugol-s-istekshim-sro
компрессор;1449010;722279;STG24001293 Компрессор Atlas Copco XATS 156Dd C3 box CS SC (APP418375)  VIN б/н_70081 ЦЗ 587081 ОШ КГКМ;АОСТНГ;ao-stroytransneftegaz;7714572888;да;;2025-02-08;Торговый портал;https://etpgpb.ru/procedure/tender/price_request/722279-stg24001293-kompressor-atlas-copco-xats-156dd-c3-box-cs-sc-app418375-vin-b-n-70081-tsz-587081-osh-kgkm/
компрессор;1600605;794607;Поставка Смазочных и комплектующих материалов для технического обслуживания компрессора винтового ESC-100В 8 бар для нужд Солнечнодольского филиала ООО «ГЭХ ТЭР»;ГЭХ ТЭР;ooo-teploenergoremont;7733667768;;;2025-06-26;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/price_request/794607-postavka-smazochnyh-i-komplektuyuschih-materialov-dlya-tehnicheskogo-obsluzhivaniya-kompressora-vintovogo-esc-100/
компрессор;537401;32110375496;"Поставка резервных деталей к компрессорному оборудованию для нужд ООО ""Газпром переработка"" (для субъектов малого и среднего предпринимательства) (ФЕН 34360)";АО Газпром закупки;ao-gazprom-zakupki;2460040655;;26356347.0;2021-06-10;Закупки ГК «Газпром»;https://etpgpb.ru/procedure/tender/gaz/166922-postavka-rezervnyh-detaley-k-kompressornomu-oborudovaniyu-dlya-nuzhd-ooo-gazprom-pererabotka-dlya-subektov-malogo-i-srednego-predpr
компрессор;555280;32110468200;"Поставка компрессорного оборудования для нужд ООО ""Газпром трансгаз Югорск"" (для субъектов малого и среднего предпринимательства) (АCЗ 47845)";АО Газпром закупки;ao-gazprom-zakupki;2460040655;;4914308.19;2021-07-13;Закупки ГК «Газпром»;https://etpgpb.ru/procedure/tender/gaz/167766-postavka-kompressornogo-oborudovaniya-dlya-nuzhd-ooo-gazprom-transgaz-yugorsk-dlya-subektov-malogo-i-srednego-predprinimatelstva-ac
компрессор;178318;31806466121;Поставка насосно-компрессорного, общезаводского, теплосантехнического оборудования и резино-технических изделий;"ООО ""Газпром трансгаз Казань""";ooo-gazprom-transgaz-kazan;1600000036;;11899635.42;2018-05-10;Закупки ГК «Газпром»;https://etpgpb.ru/procedure/tender/gaz/112642-postavka-nasosno-kompressornogo-obschezavodskogo-teplosantehnicheskogo-oborudovaniya-i-rezino-tehnicheskih-izdeliy/
компрессор;1208606;ГП428082;069-ЗЦ-2024_УСС_Разработка технического проекта, изготовление, поставка, выполнение ШМР и ПНР оборудования для азотной станции МАС-300;"АО ""АРКТИКГАЗ""";ao-arkticheskaya-gazovaya-kompaniya;8904002359;;0.0;2024-04-09;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/938310-069-zts-2024-uss-razrabotka-tehnicheskogo-proekta-izgotovlenie-postavka-vypolnenie-shmr-i-pnr-oborudovaniya-dlya-azotnoy-stantsii-m
компрессор;623981;ГП111576;Поставка материалов для ПТО, ОГЭ и опорной базы промысла (сборная);"ООО ""АРКТИК СПГ 2""";ooo-arktik-spg-2;8904075357;;0.0;2021-11-08;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/558196-postavka-materialov-dlya-pto-oge-i-opornoy-bazy-promysla-sbornaya/
компрессор;811918;ГП233722;Оказание услуг по проведению диагностики компрессорного оборудования Atlas Copco (Обустройство сеноман-аптских залежей Харасавэйского ГКМ) для нужд ООО «ГСП-Механизация».;«ГСП-Механизация»;ooo-gsp-mehanizatsiya;7810442793;да;5760000.0;2022-09-19;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/680921-okazanie-uslug-po-provedeniyu-diagnostiki-kompressornogo-oborudovaniya-atlas-copco-obustroystvo-senoman-aptskih-zalezhey-harasaveys
компрессор;181495;31806556979;"Поставка насосно-компрессорного оборудования, запчастей и расходных материалов к насосно-компрессорному оборудованию для нужд филиалов ООО ""Газпром энерго""";«Газпром энерго»;ooo-gazprom-energo;7736186950;да;548330.33;2018-05-31;Закупки ГК «Газпром»;https://etpgpb.ru/procedure/tender/gaz/114501-postavka-nasosno-kompressornogo-oborudovaniya-zapchastey-i-rashodnyh-materialov-k-nasosno-kompressornomu-oborudovaniyu-dlya-nuzhd-f
компрессор;214342;31807339748;"Поставка запасных частей для компрессорной установки «ARIEL» для нужд ОАО ""Томскгазпром""";Востокгазпром;oao-vostokgazprom;7017005296;;28822105.29;2018-12-21;Закупки ГК «Газпром»;https://etpgpb.ru/procedure/tender/gaz/130550-postavka-zapasnyh-chastey-dlya-kompressornoy-ustanovki-ariel-dlya-nuzhd-oao-tomskgazprom/
компрессор;949986;ГП328001;Продажа невостребованного электротехнического оборудования и кабельно-проводниковой продукции (НВ МТР);АО «ОТЭКО»;ao-oteko;7713321151;;120048473.89;2023-04-12;ЭТП Торги;https://etpgpb.ru/procedure/tender/etp/773033-prodazha-nevostrebovannogo-elektrotehnicheskogo-oborudovaniya-i-kabelno-provodnikovoy-produktsii-nv-mtr/
компрессор;1533868;766175;"Поставка Смазочных и комплектующих материалов для тех. обслуживания компрессора винтового EKOMAK EKO 75 CD 8 для нужд Солнечнодольского филиала ООО ""ГЭХ ТЭР""";ГЭХ ТЭР;ooo-teploenergoremont;7733667768;;;2025-04-25;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/price_request/766175-postavka-smazochnyh-i-komplektuyuschih-materialov-dlya-teh-obsluzhivaniya-kompressora-vintovogo-ekomak-eko-75-cd-/
компрессор;1345276;АП081247;"Оказание услуг по разработке технической документации по объекту: ""Производство №4. Азотно-кислородная установка (АКУ). Модернизация компрессоров поз. ТК-1, ТК-2"".";РМЗ ГПН-ОНПЗ;ooo-remontno-mehanicheskiy-zavod-gpn-onpz;5501072598;;0.0;2024-10-10;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/1019003-okazanie-uslug-po-razrabotke-tehnicheskoy-dokumentatsii-po-obektu-proizvodstvo-4-azotno-kislorodnaya-ustanovka-aku-modernizatsiya-
компрессор;782371;ГП255341;Закупка компрессорного оборудования 7 бар.по ТТ.;АО КРИОГЕНМАШ;pao-kriogenmash;5001000066;да;0.0;2022-07-27;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/662246-zakupka-kompressornogo-oborudovaniya-7-bar-po-tt/
компрессор;754534;ГП218079;Закупка  компрессорного оборудования;АО КРИОГЕНМАШ;pao-kriogenmash;5001000066;да;0.0;2022-06-06;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/643992-zakupka-kompressornogo-oborudovaniya/
компрессор;933957;ГП351212;Поставка запчастей для бытового оборудования для объектов: «Дожимная компрессорная станция на УКПГ-2С Заполярного НГКМ (2 очередь)», «Обустройство сеноман-аптских залежей Харасавэйского ГКМ», «Реконструкция газосборной сети с применением МКУ и объединением УКПГ Ямбургсмкого НГКМ» для нужд ООО «ГСП-2;ГСП-2;ooo-gsp-2;7810443268;;24396885.27;2023-03-23;Закупки.Бизнес;https://etpgpb.ru/procedure/tender/etp/762183-postavka-zapchastey-dlya-bytovogo-oborudovaniya-dlya-obektov-dozhimnaya-kompressornaya-stantsiya-na-ukpg-2s-zapolyarnogo-ngkm-2-och
