marka;nash_profil;tip;sreda;seriya;proizvoditel;pochemu;nashih_upominaniy;nashih_predpriyatiy;znayut;ssylka;godno_kak_slovo_poiska
S-101,1;;;;;;;0;0;1s-неопознанные;;
S-103;;;;;;;0;0;1s-неопознанные;;
S-104;;;;;;;0;0;1s-неопознанные;;
S-1104;;;;;;;0;0;1s-неопознанные;;
S-1120;;;;;;;0;0;1s-неопознанные;;
S-121А;;;;;;;1;1;1s-неопознанные;;
S-125;;позиционное обозначение установки;;;;;0;0;1s-провайдером, 1s-неопознанные;;
S-12A;;;;;;;1;1;1s-неопознанные;;
S-12Б;;;;;;;1;1;1s-неопознанные;;
S-145;;;;;;;0;0;1s-неопознанные;;
S-15,51Y;;;;;;;0;0;1s-неопознанные;;
S-15-8;;;;;;;0;0;1s-неопознанные;;
S-151;;;;;;;0;0;1s-неопознанные;;
S-1692;;;;;;;0;0;1s-неопознанные;;
S-180;;;;;;;0;0;1s-неопознанные;;
S-204;;;;;;;2;1;1s-неопознанные;;
S-205;;;;;;;2;1;1s-неопознанные;;
S-206;;;;;;;2;1;1s-неопознанные;;
S-207;;;;;;;2;1;1s-неопознанные;;
S-211;;;;;;;0;0;1s-неопознанные;;
S-25;;;;;;;13;1;1s-неопознанные;;
S-2646Е;;;;;;;0;0;1s-неопознанные;;
S-2698;;;;;;;0;0;1s-неопознанные;;
S-271;;;;;;;0;0;1s-неопознанные;;
S-2792-И;;;;;;;0;0;1s-неопознанные;;
S-3-2500;;;;;;;0;0;1s-неопознанные;;
S-3-900;;;;;;;0;0;1s-неопознанные;;
S-312;;;;;;;0;0;1s-неопознанные;;
S-330GF;;;;;;;0;0;1s-неопознанные;;
S-3711NС;;;;;;;0;0;1s-неопознанные;;
S-40;;;;;;;3;1;1s-неопознанные;;
S-400;;;;;;;0;0;1s-неопознанные;;
S-46;;;;;;;4;1;1s-неопознанные;;
S-460;;;;;;;9;2;1s-неопознанные;;
S-50;;;;;;;0;0;1s-неопознанные;;
S-60;;;;;;;0;0;1s-неопознанные;;
S-61;;;;;;;2;1;1s-неопознанные;;
S-61-2;;;;;;;0;0;1s-неопознанные;;
S-66LT;;;;;;;0;0;1s-неопознанные;;
S-7-300;;;;;;;0;0;1s-неопознанные;;
S-75;;;;;;;0;0;1s-неопознанные;;
S-8552;;;;;;;0;0;1s-неопознанные;;
S-90-2;;;;;;;0;0;1s-неопознанные;;
S1120;;;не ясно;;;Оборудование является солидолонагнетателем для консистентной смазки, а не компрессором воздуха или газа.;5;1;1s-среда;;
S125/4C-VCM;;;газ;;;Аббревиатура VCM в обозначении модели указывает на винилхлорид, являющийся газом.;0;0;1s-среда;;
S145/1C;;;не ясно;;;Обозначение нагнетателя S145/1C и контекст не дают достаточной информации о рабочей среде.;2;1;1s-среда;;
S200;;;воздух;;;Турбокомпрессор Schwitzer S200 дизельного двигателя подает сжатый воздух.;3;1;1s-среда;;
S3-2500;;;;;;;28;6;только наша база;;
S3-900;;;;;;;56;9;только наша база;;
S300G;;;воздух;;;Турбокомпрессор автотракторного двигателя предназначен для подачи сжатого атмосферного воздуха.;4;1;1s-среда;;
S7-300;;;воздух;;;Турбокомпрессор Siemens STG-GO на объекте Водоканала используется для аэрации воздухом.;4;1;1s-среда;;
SA 9010;;;;;;;4;2;только наша база;;
SAB 128;;;;;;;11;2;только наша база;;
SAB 163;;;;;;;12;3;только наша база;;
SAB-128HM;;;;;;;0;0;1s-неопознанные;;
SAC-280;;;;;;;7;3;1s-неопознанные;;
SAE-10W-30;;;;;;;0;0;1s-неопознанные;;
SAH-0355-0175;;;;;;;0;0;1s-неопознанные;;
SAH-505;;;;;;;0;0;1s-неопознанные;;
SAP-530;;;;;;;0;0;1s-неопознанные;;
SAS-55;;;;;;;0;0;1s-неопознанные;;
SAT 630;;;;;;;8;2;только наша база;;
SB-0140;;;;;;;0;0;1s-неопознанные;;
SB-0200;;;;;;;0;0;1s-неопознанные;;
SB-0530;;;;;;;0;0;1s-неопознанные;;
SBN-4T;;;;;;;0;0;1s-неопознанные;;
SBP 375;;;;;;;12;5;только наша база;;
SC-1500;;;;;;;0;0;1s-неопознанные;;
SC-15CL;;;;;;;0;0;1s-неопознанные;;
SC-15G;;;;;;;1;1;1s-неопознанные;;
SC-18G;;;;;;;0;0;1s-неопознанные;;
SC-21CL;;;;;;;0;0;1s-неопознанные;;
SC-46;;;;;;;0;0;1s-неопознанные;;
SC1500;;;воздух;;;Центробежный компрессор SC1500 в цехе помола цемента, вероятно, подает сжатый воздух.;3;1;1s-среда;;
SC15G;;;;;;;10;3;только наша база;;
SC18CL;;;;;;;6;3;только наша база;;
SC21CL;;;;;;;5;2;только наша база;;
SCA-13;;;;;;;0;0;1s-неопознанные;;
SCA-20GR;;;;;;;5;1;1s-неопознанные;;
SCK-26-10;;;;;;;0;0;1s-неопознанные;;
SCK-26-8;;;;;;;0;0;1s-неопознанные;;
SCK-341;;;;;;;7;1;1s-неопознанные;;
SCK-42;;;;;;;0;0;1s-неопознанные;;
SCK-5,10;;;;;;;0;0;1s-неопознанные;;
SCK-51-341-8;;;;;;;3;1;1s-неопознанные;;
SCK-61-10;;;;;;;0;0;1s-неопознанные;;
SCK-76-7;;;;;;;0;0;1s-неопознанные;;
SCK-76-8;;;;;;;0;0;1s-неопознанные;;
SCL-60SH;;;;;;;0;0;1s-неопознанные;;
SD-120-40;;;;;;;0;0;1s-неопознанные;;
SD-156CV;;;;;;;0;0;1s-неопознанные;;
SD-2001;;;;;;;1;1;1s-неопознанные;;
SD-57;;;;;;;1;1;1s-неопознанные;;
SD-5B;;;;;;;2;1;1s-неопознанные;;
SD-72;;;;;;;0;0;1s-неопознанные;;
SD-92;;;;;;;0;0;1s-неопознанные;;
SD72;;;воздух;;;Промышленный воздуходувный нагнетатель SD72 с входным фильтром сжимает воздух.;3;1;1s-среда;;
SDL 175T-7;;;;;;;5;2;только наша база;;
SE-170;;;;;;;0;0;1s-неопознанные;;
SE-55;;;;;;;0;0;1s-неопознанные;;
SE-652CM;;;;;;;0;0;1s-неопознанные;;
SE652CM;;;воздух;;;Турбокомпрессор системы наддува двигателя предназначен для подавления и подачи воздуха.;4;1;1s-среда;;
SET 42В;;;;;;;16;6;только наша база;;
SEV-185D-10,1;;;;;;;0;0;1s-неопознанные;;
SF-0070;;;;;;;0;0;1s-неопознанные;;
SF-20;;;;;;;0;0;1s-неопознанные;;
SF-22;;;;;;;0;0;1s-неопознанные;;
SF114;;;не ясно;;;В представленном контексте отсутствуют данные о рабочей среде.;4;1;1s-среда;;
SFL11A;;;газ;;;Компрессор установлен на газоперерабатывающем заводе для сжатия технологического газа.;0;0;1s-среда;;
SFO-18;;;;;;;0;0;1s-неопознанные;;
SG-533;;;;;;;0;0;1s-неопознанные;;
SGT5-4000F;;;;;;;16;2;только наша база;;
SH 86;;;;;;;11;4;только наша база;;
SH-0051;;;;;;;0;0;1s-неопознанные;;
SH-380;;;;;;;1;1;1s-неопознанные;;
SH-61-1;;;;;;;1;1;1s-неопознанные;;
SH-8145;;;;;;;0;0;1s-неопознанные;;
SH-86;;;;;;;0;0;1s-неопознанные;;
SH-90;;;;;;;0;0;1s-неопознанные;;
SK 25;;;;;;;4;2;только наша база;;
SK-15;нет;винтовой компрессор (импортный);;SK 15;прочтение обозначения, паспорт не найден;;0;0;1s-разобрано;;
SK-21;нет;винтовой компрессор (импортный);;SK 21;прочтение обозначения, паспорт не найден;;0;0;1s-разобрано;;
SK-21T;нет;винтовой компрессор (импортный);;SK 21;прочтение обозначения, паспорт не найден;;0;0;1s-разобрано;;
SK-22T;нет;винтовой компрессор (импортный);;SK 22;прочтение обозначения, паспорт не найден;;0;0;1s-разобрано;;
SK-24;нет;винтовой компрессор (импортный);;SK 24;прочтение обозначения, паспорт не найден;;0;0;1s-разобрано;;
SK-25;нет;винтовой компрессор (импортный);;SK 25;прочтение обозначения, паспорт не найден;;0;0;1s-разобрано;;
SK22;;;;;;;5;2;только наша база;;
SKTG-15-10-500;;;;;;;0;0;1s-неопознанные;;
SL-300;;;;;;;3;1;1s-неопознанные;;
SL-431;;;;;;;0;0;1s-неопознанные;;
SLIA-113;;;;;;;0;0;1s-неопознанные;;
SLIA-144;;;;;;;0;0;1s-неопознанные;;
SLIA-149;;;;;;;0;0;1s-неопознанные;;
SLIА-202;;;;;;;0;0;1s-неопознанные;;
SM 4000;;;;;;;6;2;только наша база;;
SM 5000;;;;;;;8;2;только наша база;;
SM-12;;;;;;;0;0;1s-неопознанные;;
SM-13;;;;;;;0;0;1s-неопознанные;;
SM-226S;;;;;;;0;0;1s-неопознанные;;
SM-4000;;центробежный воздушный;;;;Samsung / Hanwha Techwin, серия SM;0;0;1s-провайдером, 1s-неопознанные;;
SM-4000-900-2;;;;;;;0;0;1s-неопознанные;;
SM-4000-900HP;;;;;;;0;0;1s-неопознанные;;
SM-5000;;;;;;;7;1;1s-неопознанные;;
SM-6000;;центробежный воздушный;;;;центробежный воздушный турбокомпрессор Samsung / Hanwha SM-6000;5;1;1s-провайдером, 1s-неопознанные;;
SM-6000-2250;;;;;;;0;0;1s-неопознанные;;
SM-6100;;;воздух;;;Обозначение серии Hanwha SM указывает на центробежный воздушный турбокомпрессор.;8;1;1s-среда, 1s-неопознанные;;
SM-6100-2600;;;;;;;0;0;1s-неопознанные;;
SM12;;;;;;;4;2;только наша база;;
SM4000;;;воздух;;;Компрессоры Samsung серии SM являются центробежными воздушными компрессорами.;8;2;1s-среда;;
SM4000-900-2;;;воздух;;;Серия SM является центробежным воздушным компрессором для снабжения рудника воздухом.;0;0;1s-среда;;
SM4000-900HP;;;воздух;;;Турбокомпрессоры Hanwha серии SM представляют собой центробежные воздушные компрессоры.;4;1;1s-среда;;
SM5000;;;воздух;;;Серия Samsung SM представляет собой центробежные воздушные компрессоры.;8;2;1s-среда;;
SM6000;;;воздух;;;Серия SM обозначает центробежные компрессоры для сжатия воздуха.;31;3;1s-среда;;
SM6100;;;воздух;;;Турбокомпрессоры Hanwha серии SM предназначены для сжатия атмосферного воздуха.;4;1;1s-среда;;
SM6100-2600;;;воздух;;;Серия Samsung SM представляет собой центробежные компрессоры для сжатия воздуха.;0;0;1s-среда;;
SMS-55ES;;;;;;;2;1;1s-неопознанные;;
SMU-7000;;;;;;;0;0;1s-неопознанные;;
SNH 80-R-42-U6;;;;;;;13;2;только наша база;;
SNH-80-R-42-U6;;;;;;;0;0;1s-неопознанные;;
SNH-811;;;;;;;0;0;1s-неопознанные;;
SNS-80;;;;;;;0;0;1s-неопознанные;;
SP-4001;;;;;;;2;1;1s-неопознанные;;
SRB-125;;;;;;;0;0;1s-неопознанные;;
SRL-60;;;не ясно;;;Приведенный контекст и марка компрессора не содержат достаточных сведений для определения рабочей среды.;1;1;1s-среда, 1s-неопознанные;;
