model;srok;zapros;nomer;data;inn_zakazchika;zakazchik;obekt;tip;inn_eo;ekspertnaya_org;vyvod;istochnik;istochnik_zakazchik
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-04757-2014;26.06.2014;3801009466;"АО ""АНХК""";№ 05-ТУ-0154-13 техническое устройство: насос 1ЦГ 12,5/50К-4-2-У2, зав. № 5715, тех. № Н-20 цех 20/21-23, объект 179 г. Ангарск ОАО «Ангарская нефтехимическая компания» (объект А67-00371-0001);ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-04757-2014;https://monitor-pb.ru/customer/3801009466
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-04861-2014;30.06.2014;3801009466;"АО ""АНХК""";№ 05-ТУ-0170-13.Техническое устройство: буферная емкость нагнетания IVступени, регистрационный №1534-А, позиция №10/1, заводской №412 Предприятие: 665830, Иркутская обл., г. Ангарск, а/б 65 ОАО «Ангарская нефтехимическая компания» (объект А67-00371-0001).;ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-04861-2014;https://monitor-pb.ru/customer/3801009466
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-04943-2014;01.07.2014;3801009466;"АО ""АНХК""";№ 05-ТУ-0150-13 техническое устройство: насос 1ЦГ 25/50К-7,5-1С, зав.№ 3913, тех. № Н-22, цех 20/21-23, объект 300/301 г. Ангарск ОАО «Ангарская нефтехимическая компания» (объект А67-00371-0001);ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-04943-2014;https://monitor-pb.ru/customer/3801009466
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-05077-2014;03.07.2014;3801009466;"АО ""АНХК""";№ 21-ТУ-0898-13. Сборник АМАРа № 4 поз 20/4, рег. № 0468063, установленный в цехе №19/47, объект 80,Химический завод,ОАО «Ангарская нефтехимическая компания» (ОАО «АНХК») г. Ангарск Иркутской области (объект А67-00371-0001).;ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-05077-2014;https://monitor-pb.ru/customer/3801009466
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-00646-2014;06.02.2014;3801009466;"АО ""АНХК""";№ 21-ТУ-0210-13 на Трубопроводы обвязки воздуходувки ТВ 80-1,6 поз. № 2 (всас и нагнетание), объект 1364, цех 52/152, УВК и ОСВ, ОАО «Ангарская нефтехимическая компания» (ОАО «АНХК»), г.Ангарск Иркутской области;ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-00646-2014;https://monitor-pb.ru/customer/3801009466
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-00648-2014;06.02.2014;3801009466;"АО ""АНХК""";№ 21-ТУ-0212-13 на Трубопроводы обвязки воздуходувки ТВ 80-1,6 поз. № 5 (всас и нагнетание), объект 1364, цех 52/152, УВК и ОСВ, ОАО «Ангарская нефтехимическая компания» (ОАО «АНХК»), г.Ангарск Иркутской области;ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-00648-2014;https://monitor-pb.ru/customer/3801009466
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-00652-2014;06.02.2014;3801009466;"АО ""АНХК""";№ 21-ТУ-0560-13 на Трубопроводы обвязки воздуходувки ВК № 1 ТВ-152,ТВ-252 (всас и нагнетание), объект 1364, цех 52/152, УВК и ОСВ, ОАО «Ангарская нефтехимическая компания» (ОАО «АНХК»), г. Ангарск Иркутской области;ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-00652-2014;https://monitor-pb.ru/customer/3801009466
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-00659-2014;06.02.2014;3801009466;"АО ""АНХК""";№ 21-ТУ-0548-13 на Смеситель поз.С-4, рег.№2408-Т, установленный в цехе № 86/57, установка 57/133, объект 932/933, Химический завод, ОАО «Ангарская нефтехимическая компания» (ОАО «АНХК»), г.Ангарск Иркутской области;ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-00659-2014;https://monitor-pb.ru/customer/3801009466
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-02322-2014;28.03.2014;3801009466;"АО ""АНХК""";№ 21-ТУ-0724-13 Ресивер воздуха КИП поз. Е-19, рег. № 22437, установленный в цехе № 135/136, объект 1670, Химический завод, ОАО «Ангарская нефтехимическая компания» (ОАО «АНХК»), г. Ангарск Иркутской области (объект А67-00371-0001).;ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-02322-2014;https://monitor-pb.ru/customer/3801009466
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-02412-2014;31.03.2014;3801009466;"АО ""АНХК""";№ 21-ТУ-0821-13 Емкость аммиачно-карбонатной воды поз. 12, рег. № 046788, установленная в цехе № 19/47, объект 69, Химический завод, ОАО «Ангарская нефтехимическая компания» (ОАО «АНХК»), г. Ангарск Иркутской области (объект А67-00371-0001);ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-02412-2014;https://monitor-pb.ru/customer/3801009466
Ангарская нефтехимическая компания;any;Ангарская нефтехимическая компания;67-ТУ-02313-2014;27.03.2014;3801009466;"АО ""АНХК""";№ 21-ТУ-0701-13 Конденсатор поз. Т-5/3, рег. № 723, установленный в цехе № 135/136, объект 1675, Химический завод, ОАО «Ангарская нефтехимическая компания» (ОАО «АНХК»), г. Ангарск Иркутской области (объект А-67-00371-0001).;ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-02313-2014;https://monitor-pb.ru/customer/3801009466
