fajl;zakupka;dokument;tip;bajt;stranic;znakov;otkaz;skan_ili_pusto;sha256;kopiya_ot;ocr_stranic_obrezano
eis_f_32615994476_8.bin;32615994476;224981_Уведомление_о_продлении-3.docx;docx;162550;0;1640;;;aa4d2228e45d8c7b;;
eis_f_32615994476_7.bin;32615994476;224981_ЗД.zip;архив(9);1497878;0;384911;;;4b212a0db24015d4;;
eis_f_32615994476_6.bin;32615994476;224981_Уведомление_о_продлении-1.docx;docx;162551;0;1636;;;c87b0889e0a6856b;eis_f_32615994476_9.bin;
eis_f_32615994476_5.bin;32615994476;224981_ЗД.zip;архив(9);1497878;0;384911;;;4b212a0db24015d4;eis_f_32615994476_7.bin;
eis_f_32615994476_4.bin;32615994476;224981_Уведомление_о_продлении-2.docx;docx;162566;0;1638;;;70c330a5259bff29;;
eis_f_32615994476_3.bin;32615994476;224981_Уведомление_о_продлении-1.docx;docx;162551;0;1636;;;c87b0889e0a6856b;eis_f_32615994476_9.bin;
eis_f_32615994476_23.bin;32615994476;224981_ПВК_на_сайт.zip;архив(2);355024;0;2275;;;a90cb153650fdd9d;;
eis_f_32615994476_22.bin;32615994476;224981_ПВП_на_сайт.zip;архив(3);426411;0;6599;;;7e1e8d91026a5150;;
eis_f_32615994476_21.bin;32615994476;224981_Уведомление_о_продлении-1.docx;docx;162551;0;1636;;;c87b0889e0a6856b;eis_f_32615994476_9.bin;
eis_f_32615994476_20.bin;32615994476;224981_Уведомление_о_продлении-3.docx;docx;162550;0;1640;;;aa4d2228e45d8c7b;eis_f_32615994476_8.bin;
eis_f_32615994476_2.bin;32615994476;224981_ЗД.zip;архив(9);1497878;0;384911;;;4b212a0db24015d4;eis_f_32615994476_7.bin;
eis_f_32615994476_19.bin;32615994476;224981_ЗД.zip;архив(9);1497878;0;384911;;;4b212a0db24015d4;eis_f_32615994476_7.bin;
eis_f_32615994476_18.bin;32615994476;224981_Уведомление_о_продлении-2.docx;docx;162566;0;1638;;;70c330a5259bff29;eis_f_32615994476_4.bin;
eis_f_32615994476_17.bin;32615994476;224981_Уведомление_о_продлении-4.docx;docx;162432;0;1543;;;cfdc70f78088b3a0;;
eis_f_32615994476_16.bin;32615994476;224981_Уведомление_о_продлении-5.docx;docx;162431;0;1543;;;db2b3d8f82a996b9;;
eis_f_32615994476_15.bin;32615994476;224981_ЗД.zip;архив(9);1497878;0;384911;;;4b212a0db24015d4;eis_f_32615994476_7.bin;
eis_f_32615994476_14.bin;32615994476;224981_Уведомление_о_продлении-2.docx;docx;162566;0;1638;;;70c330a5259bff29;eis_f_32615994476_4.bin;
eis_f_32615994476_13.bin;32615994476;224981_Уведомление_о_продлении-1.docx;docx;162551;0;1636;;;c87b0889e0a6856b;eis_f_32615994476_9.bin;
eis_f_32615994476_12.bin;32615994476;224981_Уведомление_о_продлении-3.docx;docx;162550;0;1640;;;aa4d2228e45d8c7b;eis_f_32615994476_8.bin;
eis_f_32615994476_11.bin;32615994476;224981_Уведомление_о_продлении-4.docx;docx;162432;0;1543;;;cfdc70f78088b3a0;eis_f_32615994476_17.bin;
eis_f_32615994476_10.bin;32615994476;224981_Уведомление_о_продлении-2.docx;docx;162566;0;1638;;;70c330a5259bff29;eis_f_32615994476_4.bin;
eis_f_32615994476_1.bin;32615994476;224981_ЗД.zip;архив(9);1497878;0;384911;;;4b212a0db24015d4;eis_f_32615994476_7.bin;
eis_f_32515322357_8.bin;32515322357;Протокол_подведения_итогов_ЗП5101983.docx;docx;34025;0;3985;;;b8c87d39ff49ba52;;
eis_f_32515322357_7.bin;32515322357;Протокол_подведения_итогов_ЗП5101983.pdf;pdf;283228;2;4187;;;41872eaf8bf96e3d;;
eis_f_32515322357_6.bin;32515322357;Извещение_о_закупке._Запрос_котировок.docx;docx;245224;0;166734;;;7d3e0a7e317c7aa9;;
eis_f_32515322357_5.bin;32515322357;Приложение_№1_к_Извещению_-_Техническое_задание.docx;docx;85885;0;20353;;;a9eb30ed8e2b7227;;
eis_f_32515322357_4.bin;32515322357;Приложение_№2_к_Извещению_-_Проект_договора.docx;docx;101154;0;100390;;;e0f2e1f1b901a77d;;
eis_f_32515322357_3.bin;32515322357;Приложение_№4_к_Извещению_-_Отборочные_требования.docx;docx;71512;0;78098;;;1ad52463d9e744ec;;
eis_f_32515322357_2.bin;32515322357;Приложение_№5_к_Извещению_-_Декларация_о_соответствии_участника_(Форма_14).docx;docx;85607;0;22101;;;33ec9b4d515cbfe3;;
eis_f_32515322357_1.bin;32515322357;Приложение_№3_к_Извещению_-_Расчет_НМЦ.xlsx;xlsx;16222;0;3284;;;25638f7ce0ce9f00;;
eis_f_32515310756_4.bin;32515310756;Протокол_подведения_итогов.docx;docx;31503;0;2869;;;67d69e438a14087e;;
eis_f_32515310756_3.bin;32515310756;Уведомление_о_продлении.docx;docx;74012;0;2018;;;d74dac02cb53e764;;
eis_f_32515310756_2.bin;32515310756;документация.zip;архив(7);624332;0;407202;;;146534ed3e5f08d4;;
eis_f_32515310756_1.bin;32515310756;документация.zip;архив(7);624332;0;407202;;;146534ed3e5f08d4;eis_f_32515310756_2.bin;
eis_f_32515295255_9.bin;32515295255;Протокол_подведения_итогов_ЗП5101159.docx;docx;34031;0;4779;;;25fd6f9cd1ffe56e;;
eis_f_32515295255_8.bin;32515295255;Уведомление_о_внесении_изм_в_ЗД_2.docx;docx;28666;0;1355;;;876fa121797f93f3;;
eis_f_32515295255_7.bin;32515295255;Закупочная_документация.zip;архив(6);2243800;0;978892;;;ca81551d94847e4c;;
eis_f_32515295255_6.bin;32515295255;Закупочная_документация.zip;архив(6);2243800;0;978892;;;ca81551d94847e4c;eis_f_32515295255_7.bin;
eis_f_32515295255_5.bin;32515295255;Закупочная_документация.zip;архив(6);2243800;0;978892;;;ca81551d94847e4c;eis_f_32515295255_7.bin;
eis_f_32515295255_4.bin;32515295255;Уведомление_о_внесении_изм_в_ЗД.docx;docx;28618;0;1356;;;38607c093ee29fa8;;
eis_f_32515295255_3.bin;32515295255;Закупочная_документация.zip;архив(6);2243800;0;978892;;;ca81551d94847e4c;eis_f_32515295255_7.bin;
eis_f_32515295255_2.bin;32515295255;Закупочная_документация.zip;архив(6);2243800;0;978892;;;ca81551d94847e4c;eis_f_32515295255_7.bin;
eis_f_32515295255_1.bin;32515295255;Закупочная_документация.zip;архив(6);2243800;0;978892;;;ca81551d94847e4c;eis_f_32515295255_7.bin;
eis_f_32515283124_9.bin;32515283124;Уведомление_о_продлении_до_16.10.2025.docx;docx;74649;0;2622;;;994dad2433cf293b;;
eis_f_32515283124_8.bin;32515283124;Приложение_4_к_Извещению._Отборочные_критерии.docx;docx;70977;0;77867;;;8fc740885336076b;;
eis_f_32515283124_7.bin;32515283124;Приложение_№3_к_Извещению_-_Обоснование_НМЦ.xlsx;xlsx;27544;0;4861;;;0a476e85434ab30b;;
eis_f_32515283124_6.bin;32515283124;Соглашение_ЮЗ_ЭДО_ЭЛ5-Энерго_v6.docx;docx;58694;0;33460;;;6401fa9bb9e4ba3c;;
eis_f_32515283124_5.bin;32515283124;Приложение_2_к_Извещению._Проект_договора.docx;docx;88492;0;86862;;;1854fd5f04ec1f84;;
eis_f_32515283124_4.bin;32515283124;Приложение_1_к_Извещению._Техническое_задание.doc;doc/xls;139776;0;139558;;;80927559e213dc25;;
eis_f_32515283124_3.bin;32515283124;Приложение_4_к_Извещению._Отборочные_критерии.docx;docx;70977;0;77867;;;8fc740885336076b;eis_f_32515283124_8.bin;
eis_f_32515283124_2.bin;32515283124;Приложение_5_к_Извещению._Форма_14._Декларация_о_соответствии_участника.docx;docx;85607;0;22101;;;33ec9b4d515cbfe3;eis_f_32515322357_2.bin;
eis_f_32515283124_16.bin;32515283124;Протокол_подведения_итогов.docx;docx;31715;0;3114;;;d2fd92bf7ef0bcd0;;
eis_f_32515283124_15.bin;32515283124;Соглашение_ЮЗ_ЭДО_ЭЛ5-Энерго_v6.docx;docx;58694;0;33460;;;6401fa9bb9e4ba3c;eis_f_32515283124_6.bin;
eis_f_32515283124_14.bin;32515283124;Приложение_№3_к_Извещению_-_Обоснование_НМЦ.xlsx;xlsx;27544;0;4861;;;0a476e85434ab30b;eis_f_32515283124_7.bin;
eis_f_32515283124_13.bin;32515283124;Извещение.docx;docx;246532;0;166122;;;900ee7e5861946ce;;
eis_f_32515283124_12.bin;32515283124;Приложение_1_к_Извещению._Техническое_задание.doc;doc/xls;139776;0;139558;;;80927559e213dc25;eis_f_32515283124_4.bin;
eis_f_32515283124_11.bin;32515283124;Приложение_2_к_Извещению._Проект_договора.docx;docx;88492;0;86862;;;1854fd5f04ec1f84;eis_f_32515283124_5.bin;
eis_f_32515283124_10.bin;32515283124;Приложение_5_к_Извещению._Форма_14._Декларация_о_соответствии_участника.docx;docx;85607;0;22101;;;33ec9b4d515cbfe3;eis_f_32515322357_2.bin;
eis_f_32515283124_1.bin;32515283124;Извещение.docx;docx;246532;0;166122;;;900ee7e5861946ce;eis_f_32515283124_13.bin;
eis_f_32515144553_6.bin;32515144553;Проект договора_на_приобретение_установки.docx;docx;86220;0;39566;;;0656825a4402be88;;
eis_f_32515144553_5.bin;32515144553;тз.pdf;pdf;400720;4;12880;;;9642c398317dd41d;;
eis_f_32515144553_4.bin;32515144553;Раздел 3 Обоснование НМЦК.xlsx;xlsx;21212;0;2403;;;e1a338356e675ffc;;
eis_f_32515144553_3.bin;32515144553;Раздел 3 Обоснование НМЦК. 1.xlsx;xlsx;21188;0;2365;;;b66478da9d01e497;;
eis_f_32515144553_2.bin;32515144553;Сравнительная таблица и ТЗ на две стомустановки.pdf;pdf;12811848;14;23201;;;4f0062201463e1f5;;
eis_f_32515144553_1.bin;32515144553;Проект договора_на_приобретение_установки.docx;docx;86220;0;39566;;;0656825a4402be88;eis_f_32515144553_6.bin;
eis_f_32515144549_6.bin;32515144549;Проект договора_на_приобретение_установки.docx;docx;86220;0;39566;;;0656825a4402be88;eis_f_32515144553_6.bin;
eis_f_32515144549_5.bin;32515144549;тз.pdf;pdf;400720;4;12880;;;9642c398317dd41d;eis_f_32515144553_5.bin;
eis_f_32515144549_4.bin;32515144549;Раздел 3 Обоснование НМЦК.xlsx;xlsx;21212;0;2403;;;e1a338356e675ffc;eis_f_32515144553_4.bin;
eis_f_32515144549_3.bin;32515144549;Раздел 3 Обоснование НМЦК. 1.xlsx;xlsx;21188;0;2365;;;b66478da9d01e497;eis_f_32515144553_3.bin;
eis_f_32515144549_2.bin;32515144549;Сравнительная таблица и ТЗ на две стомустановки.pdf;pdf;12811848;14;23201;;;4f0062201463e1f5;eis_f_32515144553_2.bin;
eis_f_32515144549_1.bin;32515144549;Проект договора_на_приобретение_установки.docx;docx;86220;0;39566;;;0656825a4402be88;eis_f_32515144553_6.bin;
eis_f_32515077443_6.bin;32515077443;219429_ППР_на_сайт.7z;7z(3);301150;0;221980;;;f19210932079cdb7;;
eis_f_32515077443_5.bin;32515077443;219429_ПП_на_сайт.7z;7z(2);277865;0;211360;;;a3b5d86072f9217f;;
eis_f_32515077443_4.bin;32515077443;219429_ПВК_на_сайт.7z;7z(2);207772;0;198057;;;2df7b2e5c143d1c6;;
eis_f_32515077443_3.bin;32515077443;219429_ПВП_на_сайт.7z;7z(3);482120;0;8995;;;7354dc307f202ac1;;
eis_f_32515077443_2.bin;32515077443;Уведомление_о_разъяснении.docx;docx;28766;0;3424;;;8d25d8789399d23a;;
eis_f_32515077443_1.bin;32515077443;219429_ОК.7z;7z(10);2889444;0;524299;;;479b8cbc9bb5b3d9;;
eis_f_32515077159_9.bin;32515077159;2. Приложение №1 к ДоЗ -ТТ 2119.docx;docx;52926;0;19765;;;69bf98eeddc24598;;
eis_f_32515077159_8.bin;32515077159;2.1. Приложение №1 к ТТ -Требования к ДЦО 2119.docx;docx;230893;0;43821;;;6d4ab67a97ad8d18;;
eis_f_32515077159_7.bin;32515077159;2.2. Приложение №2 к ТТ - Чертеж Р310811 2119.docx;docx;37477;0;318;;;bba6b36dd93c628b;;
eis_f_32515077159_6.bin;32515077159;2.3. Приложение №3 к ТТ - электрощетка  LFC 554 32Х20Х64 чертеж 79552 2119.pdf;pdf-ocr;252883;1;908;;;6292653b1e9c4a82;;
eis_f_32515077159_5.bin;32515077159;3. Приложение №2 к ДоЗ - Проект договора 2119.docx;docx;124502;0;92374;;;cde68846089df4b1;;
eis_f_32515077159_4.bin;32515077159;4. Приложение № 4 к ДоЗ - Формы документов заявки (МСП) - 2119.docx;docx;82199;0;49691;;;74098a46c51cdc6a;;
eis_f_32515077159_3.bin;32515077159;5. Приложение №9 к ДоЗ - Обоснование НМЦ  2119.xlsx;xlsx;11928;0;1094;;;c957bab34089782b;;
eis_f_32515077159_2.bin;32515077159;6. Форма КП и Структуры НМЦ 2119.xlsx;xlsx;16711;0;2130;;;859bb7be7614d8a9;;
eis_f_32515077159_13.bin;32515077159;Протокол закупочной комиссии 1.docx;docx;17138;0;1731;;;6985e38fe9945dd3;;
eis_f_32515077159_12.bin;32515077159;Протокол закупочной комиссии 2 этап.docx;docx;18716;0;2045;;;04dd6135c03f900e;;
eis_f_32515077159_11.bin;32515077159;Протокол закупочной комиссии ИТОГИ.docx;docx;20990;0;3567;;;abb183df6874e6b3;;
eis_f_32515077159_10.bin;32515077159;1. ДоЗ Запрос предложений МСП 2119.docx;docx;339372;0;146452;;;65cc492c1965cd3b;;
eis_f_32515077159_1.bin;32515077159;7. Приложение 10 к ДоЗ - заявка на аккредитацию 2119.xlsx;xlsx;73197;0;93369;;;2f1d9059695355de;;
eis_f_32515076911_9.bin;32515076911;5.2. Справка о цепочке собственников.xlsx;xlsx;14333;0;2980;;;9458c4df2c1c1782;;
eis_f_32515076911_8.bin;32515076911;ч. V Техническая часть.pdf;pdf;241539;19;62497;;;e13e37687aef8b99;;
eis_f_32515076911_7.bin;32515076911;ч. VI Обоснование НМЦ.rar;rar(2);173065;0;4319;;;ef70ba19831ccb64;;
eis_f_32515076911_6.bin;32515076911;ч I-III.docx;docx;161626;0;138786;;;93dbbec5061d3072;;
eis_f_32515076911_5.bin;32515076911;ч. IV Проект договора.docx;docx;238894;0;214029;;;4d3635f28ecba91d;;
eis_f_32515076911_4.bin;32515076911;ч. V Техническая часть.docx;отказ;151;0;0;1;;030d1821164416f5;;
eis_f_32515076911_3.bin;32515076911;5.2. Справка о цепочке собственников.xlsx;xlsx;14333;0;2980;;;9458c4df2c1c1782;eis_f_32515076911_9.bin;
eis_f_32515076911_2.bin;32515076911;5.1. Анкета.xlsx;xlsx;12994;0;2055;;;9897de74eb1b130b;;
eis_f_32515076911_19.bin;32515076911;3_3563995. Протокол переноса итогов.docx;docx;29908;0;1269;;;b4c3232f3f676580;;
eis_f_32515076911_18.bin;32515076911;4-3563995 Протокол итоги.docx;docx;42844;0;8303;;;8aebe0d82d9aa94a;;
eis_f_32515076911_17.bin;32515076911;1-3563995 Протокол рассм заявок.docx;docx;35524;0;4411;;;ee9aed2e6b3105c4;;
eis_f_32515076911_16.bin;32515076911;2_3563995. Протокол переноса итогов.docx;docx;29960;0;1267;;;c7a224ca54c4f1bd;;
eis_f_32515076911_15.bin;32515076911;Разъяснение_32515076911.pdf;pdf-ocr;21799;1;155;;1;177a8ab647fdb9fc;;
eis_f_32515076911_14.bin;32515076911;5.1. Анкета.xlsx;xlsx;12994;0;2055;;;9897de74eb1b130b;eis_f_32515076911_2.bin;
eis_f_32515076911_13.bin;32515076911;Извещение 3563995.docx;docx;75403;0;5532;;;9ee62a7f55d98643;;
eis_f_32515076911_12.bin;32515076911;ч. VI Обоснование НМЦ.rar;rar(2);173065;0;4319;;;ef70ba19831ccb64;eis_f_32515076911_7.bin;
eis_f_32515076911_11.bin;32515076911;ч I-III.docx;docx;161626;0;138786;;;93dbbec5061d3072;eis_f_32515076911_6.bin;
eis_f_32515076911_10.bin;32515076911;ч. IV Проект договора.docx;docx;238894;0;214029;;;4d3635f28ecba91d;eis_f_32515076911_5.bin;
eis_f_32515076911_1.bin;32515076911;Извещение 3563995.docx;docx;75403;0;5532;;;9ee62a7f55d98643;eis_f_32515076911_13.bin;
eis_f_32515076476_9.bin;32515076476;0255-ВР-25-8 Протокол о внесении изменений.doc;doc/xls;130048;0;129830;;;56c888a09815eeb0;;
eis_f_32515076476_8.bin;32515076476;0255-ВР-25-7 Протокол о внесении изменений.doc;doc/xls;130048;0;129830;;;c3ddbe5ea3de867c;;
eis_f_32515076476_7.bin;32515076476;0255-ВР-25-6 Протокол о внесении изменений.doc;doc/xls;130560;0;130342;;;0ffe70fc516967cf;;
eis_f_32515076476_6.bin;32515076476;0255-ВР-25-5 Протокол о внесении изменений.doc;doc/xls;130048;0;129830;;;4db60d3462f181af;;
eis_f_32515076476_5.bin;32515076476;0255-ВР-25-4 Протокол о внесении изменений.doc;doc/xls;130048;0;129830;;;3cd234374546d966;;
eis_f_32515076476_4.bin;32515076476;0255-ВР-25-3 Протокол о внесении изменений.doc;doc/xls;130048;0;129830;;;f30b7b0da0c408ce;;
eis_f_32515076476_3.bin;32515076476;0255-ВР-25-2 Протокол о внесении изменений.doc;doc/xls;130048;0;129830;;;c256eeb142d9d093;;
eis_f_32515076476_2.bin;32515076476;0255-ВР-25-1 Протокол о внесении изменений.doc;doc/xls;130048;0;129830;;;a06c41afa58b1c81;;
eis_f_32515076476_16.bin;32515076476;0255-ВР-25-1 Протокол по подведению итогов.doc;doc/xls;144384;0;144166;;;7a2ad60370d4b1c3;;
eis_f_32515076476_15.bin;32515076476;0255-ВР-25-13 Протокол о внесении изменений.doc;doc/xls;130048;0;129830;;;bbfa5eee90348ff2;;
