inn;predpriyatie;vyruchka_est;okved_est;rang_mashiny;faktov
5076000218;"ГБУЗ МОСКОВСКОЙ ОБЛАСТИ ""СЕРЕБРЯНО-ПРУДСКАЯ БОЛЬНИЦА""";;да;6.0;5
5103300608;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР УЧЕТА И ОТЧЕТНОСТИ МУНИЦИПАЛЬНЫХ УЧРЕЖДЕНИЙ ГОРОДА КИРОВСКА""";;;6.0;5
5321166230;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АВТОБУСНЫЙ ПАРК""";;;6.0;5
5835075661;"ФГБУ ""ФЦССХ"" МИНЗДРАВА РОССИИ (Г. ПЕНЗА)";;да;6.0;5
5902290191;"БЕЛЬСКИЙ РАЙОН ВОДНЫХ ПУТЕЙ И СУДОХОДСТВА-ФИЛИАЛ ФБУ ""АДМИНИСТРАЦИЯ КАМСКОГО БАССЕЙНА ВНУТРЕННИХ ВОДНЫХ ПУТЕЙ""";;да;6.0;5
5902291029;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ""ПЕРМСКИЙ НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ПОЛИТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ""";;да;6.0;5
5904210554;"ООО ""ШОН""";;да;6.0;5
6027143462;ГБУ ПО ПСКОВАВТОДОР;;да;6.0;5
6154093944;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТАГАНРОГСКИЙ ЗАВОД ""ПРИБОЙ""";;;6.0;5
6829128395;"ТАМБОВСКОЕ ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""РЕГИОНАЛЬНЫЙ ЦЕНТР ПО ОРГАНИЗАЦИИ ЗАКУПОК""";;;6.0;5
7300000029;"ОАО ""УАЗ""";;;6.0;5
7328063237;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЭРОКОМПОЗИТ-УЛЬЯНОВСК""";;;6.0;5
7704060880;"федеральное государственное бюджетное учреждение культуры ""Государственный Кремлевский Дворец"" Управления делами Президента Российской Федерации";;;6.0;5
7708698473;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ОРДЕНА ЛЕНИНА НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ И КОНСТРУКТОРСКИЙ ИНСТИТУТ ЭНЕРГОТЕХНИКИ ИМЕНИ Н.А. ДОЛЛЕЖАЛЯ""";;да;6.0;5
7736552814;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕФН ЭКО СЕРВИС""";;;6.0;5
7751002460;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГОСУДАРСТВЕННЫЙ НАУЧНЫЙ ЦЕНТР РОССИЙСКОЙ ФЕДЕРАЦИИ ТРОИЦКИЙ ИНСТИТУТ ИННОВАЦИОННЫХ И ТЕРМОЯДЕРНЫХ ИССЛЕДОВАНИЙ""";;;6.0;5
7801002274;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""САНКТ-ПЕТЕРБУРГСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ""";;да;6.0;5
7813085250;СПБ ГБУЗ ГКОД;;да;6.0;5
9102064095;"ГБУЗРК ""РДКБ""";;да;6.0;5
0268061342;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭКОЛЬ""";;;6.0;4
0274964487;"ООО ""АМИОЙЛ""";;;6.0;4
0276947078;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ГОРЗЕЛЕНХОЗ"" ГОРОДСКОГО ОКРУГА ГОРОД УФА РЕСПУБЛИКИ БАШКОРТОСТАН";;да;6.0;4
1101095931;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЫКТЫВКАРСКИЙ ХЛЕБОКОМБИНАТ""";;;6.0;4
1435156005;АО ЯДС;;;6.0;4
1833027591;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИРЗ-ЭНЕРГО""";;;6.0;4
2445000200;"КГБУЗ ""БОРОДИНСКАЯ ГБ""";;да;6.0;4
2463236462;КГБУЗ КККЦОМД;;да;6.0;4
2508008290;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДАЛЬМОРМОНТАЖ""";;;6.0;4
2526011739;"ОБЩЕСТВА С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛЕРМОНТОВСКИЙ ГОРНООБОГАТИТЕЛЬНЫЙ КОМБИНАТ""";;;6.0;4
2531002070;"АО ""ТОРГОВЫЙ ПОРТ ПОСЬЕТ""";;да;6.0;4
2536210349;"Открытое акционерное общество ""Центр судоремонта ""Дальзавод""";;;6.0;4
2610000140;ФКУ ИК-1 УФСИН РОССИИ ПО СТАВРОПОЛЬСКОМУ КРАЮ;;да;6.0;4
2702040135;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДА ХАБАРОВСКА ""ТЕПЛОВЫЕ СЕТИ""";;;6.0;4
2801030730;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ АМУРСКОЙ ОБЛАСТИ ""АМУРСКАЯ ОБЛАСТНАЯ СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА""";;;6.0;4
3015115200;"ГКУ АО ""РЦОЗ""";;;6.0;4
3327102091;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ""ВЛАДИМИРСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ИМЕНИ АЛЕКСАНДРА ГРИГОРЬЕВИЧА И НИКОЛАЯ ГРИГОРЬЕВИЧА СТ";;;6.0;4
3525183007;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВОЛОГОДСКИЙ ВАГОНОРЕМОНТНЫЙ ЗАВОД""";;;6.0;4
3825003671;"ОГБУЗ ""ЗАЛАРИНСКАЯ РБ""";;да;6.0;4
4027104445;;;;6.0;4
4501019930;"ГБУ ""КОГВВ""";;да;6.0;4
5007105604;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ДМИТРОВСКОЕ УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА"" МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ДМИТРОВСКИЙ ГОРОДСКОЙ ОКРУГ МОСКОВСКОЙ ОБЛАСТИ";;;6.0;4
5031028809;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ПО МЕЛИОРАЦИИ ЗЕМЕЛЬ, ВОДНОМУ ХОЗЯЙСТВУ И БЕЗОПАСНОСТИ ГИДРОТЕХНИЧЕСКИХ СООРУЖЕНИЙ ""СПЕЦМЕЛИОВОДХОЗ""";;;6.0;4
5036155279;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ТОРГОВ""";;;6.0;4
5049025661;"ГБУЗ МО ""ШАТУРСКАЯ БОЛЬНИЦА""";;да;6.0;4
5200000102;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГАЗПРОМ ГАЗОРАСПРЕДЕЛЕНИЕ НИЖНИЙ НОВГОРОД""";;;6.0;4
5402546159;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВОСТОК""";;;6.0;4
5408100040;ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ ИНСТИТУТ ТЕПЛОФИЗИКИ ИМ. С.С. КУТАТЕЛАДЗЕ СИБИРСКОГО ОТДЕЛЕНИЯ РОССИЙСКОЙ АКАДЕМИИ НАУК;;;6.0;4
5501075359;ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ ИНСТИТУТ ПРОБЛЕМ ПЕРЕРАБОТКИ УГЛЕВОДОРОДОВ СИБИРСКОГО ОТДЕЛЕНИЯ РОССИЙСКОЙ АКАДЕМИИ НАУК;;;6.0;4
5506032285;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 9 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО ОМСКОЙ ОБЛАСТИ""";;;6.0;4
5523002019;"БУЗОО ""НАЗЫВАЕВСКАЯ ЦРБ""";;да;6.0;4
5911081003;"ГБУЗ ПК ""КБ ИМ. ВАГНЕРА Е.А."" Г. БЕРЕЗНИКИ";;да;6.0;4
5920046446;"ГБУЗ ПК ""ЧАЙКОВСКАЯ ЦГБ""";;да;6.0;4
6618001784;"ГАУЗ СО ""КРАСНОУРАЛЬСКАЯ ЦРБ""";;да;6.0;4
6652027905;"ГАУЗ СО ""СЫСЕРТСКАЯ ЦРБ""";;да;6.0;4
6659075136;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РЕГИОНГАЗ-ИНВЕСТ""";;да;6.0;4
6661008786;"ГБУЗ СО ""УРАЛЬСКИЙ ИНСТИТУТ КАРДИОЛОГИИ""";;да;6.0;4
6670078934;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ИЗДАТЕЛЬСКО-ПОЛИГРАФИЧЕСКОЕ ПРЕДПРИЯТИЕ ""УРАЛЬСКИЙ РАБОЧИЙ""";;;6.0;4
7328014430;"ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""УЛЬЯНОВСКИЙ АВИАЦИОННЫЙ КОЛЛЕДЖ - МЕЖРЕГИОНАЛЬНЫЙ ЦЕНТР КОМПЕТЕНЦИЙ""";;;6.0;4
7415007422;ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ ИНСТИТУТ МИНЕРАЛОГИИ УРАЛЬСКОГО ОТДЕЛЕНИЯ РОССИЙСКОЙ АКАДЕМИИ НАУК;;;6.0;4
7453359746;"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""СПОРТИВНАЯ ШКОЛА ""ЛЕДОВАЯ АРЕНА САТКА""";;;6.0;4
7703111067;"ГБУЗ ""ДГКБ ИМ. Н.Ф. ФИЛАТОВА ДЗМ""";;да;6.0;4
7703616170;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТР ХРАНЕНИЯ ДАННЫХ""";;;6.0;4
7705709543;"Открытое акционерное общество ""Ордена Октябрьской Революции, Ордена Трудового Красного Знамени ""Первая Образцовая типография""";;;6.0;4
7710142570;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ПРЕДПРИЯТИЕ ПО ПОСТАВКАМ ПРОДУКЦИИ УПРАВЛЕНИЯ ДЕЛАМИ ПРЕЗИДЕНТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";;;6.0;4
7713020549;Федеральное государственное бюджетное учреждение науки Институт теоретической и прикладной электродинамики Российской академии наук;;;6.0;4
7720024671;"ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ ""ЦЕНТРАЛЬНЫЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ЭПИДЕМИОЛОГИИ"" ФЕДЕРАЛЬНОЙ СЛУЖБЫ ПО НАДЗОРУ В СФЕРЕ ЗАЩИТЫ ПРАВ ПОТРЕБИТЕЛЕЙ И БЛАГОПОЛУЧИЯ ЧЕЛОВЕКА";;;6.0;4
7720723422;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ КОНСТРУКЦИОННЫХ МАТЕРИАЛОВ НА ОСНОВЕ ГРАФИТА ""НИИГРАФИТ""";;;6.0;4
7728116437;ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ ИНСТИТУТ ЯДЕРНЫХ ИССЛЕДОВАНИЙ РОССИЙСКОЙ АКАДЕМИИ НАУК;;;6.0;4
7806040530;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ДЕТЕЙ ""ЦЕНТР ФИЗКУЛЬТУРА И ЗДОРОВЬЕ""";;;6.0;4
7806215195;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""МОСТОТРЕСТ""";;;6.0;4
7809012725;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""САНКТ- ПЕТЕРБУРГСКИЙ ГОСУДАРСТВЕННЫЙ ТЕХНОЛОГИЧЕСКИЙ ИНСТИТУТ ( ТЕХНИЧЕСК ИЙ УНИВЕРСИТЕТ)""";;;6.0;4
8606012954;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""УРАЙТЕПЛОЭНЕРГИЯ""";;;6.0;4
8615011837;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""СОВЕТСКИЙ ТЕПЛОВОДОКАНАЛ""";;;6.0;4
0570006131;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДАГЕСТАНЭНЕРГО""";;;6.0;3
0608058533;КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗА РЕСПУБЛИКИ ИНГУШЕТИЯ;;;6.0;3
0816039228;СЛУЖБА РЕГУЛИРОВАНИЯ КОНТРАКТНОЙ СИСТЕМЫ В СФЕРЕ ЗАКУПОК РЕСПУБЛИКИ КАЛМЫКИЯ;;;6.0;3
1207005342;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 4 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО РЕСПУБЛИКЕ МАРИЙ ЭЛ";;;6.0;3
1326201635;"МУНИЦИПАЛЬНОЕ ПРЕДПРИЯТИЕ ГОРОДСКОГО ОКРУГА САРАНСК ""ДЕТСКАЯ ПИЩЕВАЯ СТАНЦИЯ""";;;6.0;3
1511010466;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДДД";;;6.0;3
1644099495;"ГАУЗ ""АЛЬМЕТЬЕВСКАЯ РМБ""";;да;6.0;3
1829004129;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОПРОВОДНО-КАНАЛИЗАЦИОННОЕ ХОЗЯЙСТВО Г.ГЛАЗОВА"" МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ГОРОД ГЛАЗОВ""";;;6.0;3
1838002657;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""САРАПУЛЬСКОЕ ДОРОЖНОЕ ПРЕДПРИЯТИЕ""";;;6.0;3
2107003946;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 5 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО ЧУВАШСКОЙ РЕСПУБЛИКЕ - ЧУВАШИИ""";;;6.0;3
2306017277;"ГБУЗ ""ЕЙСКАЯ ЦРБ"" МЗ КК";;да;6.0;3
2311014916;"ФГБНУ ""НЦЗ ИМ. П.П. ЛУКЬЯНЕНКО""";;да;6.0;3
2311149367;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КРАСНОДАРСКОГО КРАЯ ""МНОГОФУНКЦИОНАЛЬНЫЙ СПОРТИВНЫЙ КОМПЛЕКС""";;;6.0;3
2320033908;"ГБУЗ ""ГБ № 4 Г.СОЧИ"" МЗ КК";;да;6.0;3
2511111265;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""УССУРИЙСКОЕ ПРЕДПРИЯТИЕ ТЕПЛОВЫХ СЕТЕЙ""";;;6.0;3
2540252341;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДАЛЬНЕВОСТОЧНАЯ ЭНЕРГЕТИЧЕСКАЯ УПРАВЛЯЮЩАЯ КОМПАНИЯ-ГЕНЕРАЦИЯСЕТИ""";;;6.0;3
2632064595;"ГБУЗ СК ""ГКБ"" Г. ПЯТИГОРСКА";;да;6.0;3
2632100740;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КУРОРТЫ СЕВЕРНОГО КАВКАЗА""";;;6.0;3
3233502320;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""85 РЕМОНТНЫЙ ЗАВОД""";;;6.0;3
3447009425;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ВОЛГОГРАДСКИЙ ПОЛИТЕХНИЧЕСКИЙ КОЛЛЕДЖ ИМЕНИ В.И. ВЕРНАДСКОГО""";;;6.0;3
3528297651;"БУЗ ВО ""ЧЕРЕПОВЕЦКАЯ ГОРОДСКАЯ БОЛЬНИЦА""";;да;6.0;3
3908010986;ЦГКБ;;да;6.0;3
3910003400;МЕЖРАЙОННАЯ БОЛЬНИЦА № 1;;да;6.0;3
4230020425;"Общество с ограниченной ответственностью ""Юргинский машиностроительный завод""";;;6.0;3
4345100758;"ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ЦЕНТР ГИГИЕНЫ И ЭПИДЕМИОЛОГИИ В КИРОВСКОЙ ОБЛАСТИ""";;;6.0;3
4704056173;"Открытое акционерное общество ""Распределительный Перевалочный Комплекс - Высоцк ""ЛУКОЙЛ-II""";;;6.0;3
4704101901;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РАСПРЕДЕЛИТЕЛЬНЫЙ ПЕРЕВАЛОЧНЫЙ КОМПЛЕКС-ВЫСОЦК ""ЛУКОЙЛ-II""";;;6.0;3
5012090600;;;;6.0;3
5047001270;ФГБУ ФКЦ ВМТ ФМБА РОССИИ;;да;6.0;3
5077018190;"ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ ""ГОСУДАРСТВЕННЫЙ НАУЧНЫЙ ЦЕНТР ПРИКЛАДНОЙ МИКРОБИОЛОГИИ И БИОТЕХНОЛОГИИ"" ФЕДЕРАЛЬНОЙ СЛУЖБЫ ПО НАДЗОРУ В СФЕРЕ ЗАЩИТЫ ПРАВ ПОТРЕБИТЕЛЕЙ И БЛАГОПОЛУЧИЯ ЧЕЛОВЕКА";;;6.0;3
5190046539;"ГОАУЗ ""МОМЦ""";;да;6.0;3
5260001252;ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ПРИВОЛЖСКИЙ РЕГИОНАЛЬНЫЙ ЦЕНТР СУДЕБНОЙ ЭКСПЕРТИЗЫ МИНИСТЕРСТВА ЮСТИЦИИ РОССИЙСКОЙ ФЕДЕРАЦИИ;;;6.0;3
5403173213;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СОВЕТСКАЯ СИБИРЬ""";;;6.0;3
5405270340;"АО ""СГК-НОВОСИБИРСК""";да;;6.0;3
5502013556;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ОМСКИЙ ГОСУДАРСТВЕННЫЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ""";;;6.0;3
5612023275;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ГУМАНИТАРНО-ТЕХНИЧЕСКИЙ ТЕХНИКУМ"" Г. ОРЕНБУРГА";;;6.0;3
5837013491;"ФГУ ""Сурский гидроузел""";;;6.0;3
5919030160;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 2 С ОСОБЫМИ УСЛОВИЯМИ ХОЗЯЙСТВЕННОЙ ДЕЯТЕЛЬНОСТИ ГЛАВНОГО УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО ПЕРМСКОМУ КРАЮ""";;;6.0;3
6319028890;"ГБУЗ СО ""СГКБ № 2 ИМЕНИ Н.А.СЕМАШКО""";;да;6.0;3
6325014208;"ГБУЗ СО ""СЫЗРАНСКАЯ ЦГРБ""";;да;6.0;3
6501096047;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОСНЕФТЕФЛОТ""";;;6.0;3
6623043324;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ СВЕРДЛОВСКОЙ ОБЛАСТИ ""ГОРНОЛЫЖНЫЙ КОМПЛЕКС ""ГОРА БЕЛАЯ""";;;6.0;3
6623125489;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ МАШИНОСТРОЕНИЯ""";;да;6.0;3
6660008769;ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ ИНСТИТУТ ХИМИИ ТВЕРДОГО ТЕЛА УРАЛЬСКОГО ОТДЕЛЕНИЯ РОССИЙСКОЙ АКАДЕМИИ НАУК;;;6.0;3
6666003380;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""УРАЛЬСКИЙ ЗАВОД ЭЛЕКТРИЧЕСКИХ СОЕДИНИТЕЛЕЙ ""ИСЕТЬ""";;;6.0;3
7017341160;ЛЭМЗ-Т;;;6.0;3
7022010799;ЭНЕРГОНЕФТЬ ТОМСК;;;6.0;3
7452158211;"ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""ОБЛАСТНАЯ СПОРТИВНАЯ ШКОЛА ПО ХОККЕЮ ""ТРАКТОР""";;да;6.0;3
7453014011;ГАУЗ ЧОДКБ;;да;6.0;3
7606011613;"ГАУЗ ЯО ""КЛИНИЧЕСКАЯ БОЛЬНИЦА СКОРОЙ МЕДИЦИНСКОЙ ПОМОЩИ ИМЕНИ Н.В. СОЛОВЬЕВА""";;да;6.0;3
7714317863;"ФЕДЕРАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ МИНИСТЕРСТВА ОБОРОНЫ РОССИЙСКОЙ ФЕДЕРАЦИИ ""ЦЕНТРАЛЬНЫЙ СПОРТИВНЫЙ КЛУБ АРМИИ""";;;6.0;3
7716103391;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ СТРОИТЕЛЬНЫЙ УНИВЕРСИТЕТ""";;да;6.0;3
7719286023;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ТЕХНОЛОГИЧЕСКИЙ КОЛЛЕДЖ № 24""";;;6.0;3
7725413350;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РУСАТОМ ОВЕРСИЗ""";;;6.0;3
7728328640;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ПРЕДПРИЯТИЕ ""ТОРИЙ""";;;6.0;3
7801001369;"СПБ ГБУЗ ""ГОРОДСКАЯ ПОКРОВСКАЯ БОЛЬНИЦА""";;да;6.0;3
7801020964;"СПБ ГБУЗ ""РОДИЛЬНЫЙ ДОМ № 1""";;да;6.0;3
7801021076;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""САНКТ-ПЕТЕРБУРГСКИЙ ГОРНЫЙ УНИВЕРСИТЕТ""";;;6.0;3
7805045350;"СПБ ГБУЗ ""ГОРОДСКАЯ БОЛЬНИЦА № 14""";;да;6.0;3
7805654288;АО НИИ КОМАНДНЫХ ПРИБОРОВ;;;6.0;3
7809003047;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""БАЛТИЙСКИЙ ГОСУДАРСТВЕННЫЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ ""ВОЕНМЕХ"" ИМ. Д.Ф. УСТИНОВА""";;;6.0;3
