marka;klyuch;napisaniya;forma;forma_hodovaya;vstrech;innov;tip;chem_dobyta;primer;ssylka
V13В;V13В;V13В;ЛЦК;да;1;1;осушитель;регулярка;техническое устройство «Осушитель воздуха, зав. № 4835/2, рег. № 1299, поз. 100-V13В», применяемое на опасном производственном объекте ООО «ЛУКОЙЛ-Нижегороднефтеоргсинтез»;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-01019-2025
V-507А;V507А;V-507А;Л-ЦК;да;1;1;осушитель;регулярка;техническое устройство сосуд, работающий под давлением осушитель воздуха V-507А, зав. № 49222-1, рег. № 7, эксплуатируемое на опасном производственном объекте «Площадка технологической установки (цех ;https://monitor-pb.ru/conclusion/62-%D0%A2%D0%A3-27895-2017
V-507В;V507В;V-507В;Л-ЦК;да;1;1;осушитель;регулярка;техническое устройство сосуд, работающий под давлением осушитель воздуха V-507В, зав. № 49222-2, рег. № 8, эксплуатируемое на опасном производственном объекте «Площадка технологической установки (цех ;https://monitor-pb.ru/conclusion/62-%D0%A2%D0%A3-27964-2017
X-902;X902;X-902;Л-Ц;да;1;1;узел: осушитель;регулярка;"Технологический трубопровод «Транспортировка воздуха КИП от осушителя воздуха U-X-902 в ресивер воздуха КИП U-V-912A/B»; Технологический трубопровод «Транспортировка воздуха КИП от ресивера воздуха КИ";https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-01388-2023
П1-69;П169;П1-69;КЦ-Ц;да;1;1;осушитель;регулярка;на техническое устройство: Осушитель воздуха зав. № 3396, рег. П1-69 Миннибаевская установка сероочистки (МУСО) ПАО «Татнефть» им. В.Д. Шашина, Управление «Татнефтегазпереработка» РТ, Альметьевский ра;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-02734-2018
СD 24 ST;СD24ST;СD 24 ST;КЛ Ц Л;нет;1;1;осушитель;регулярка;техническое устройство, применяемое на опасном производственном объекте Объект экспертизы: Осушитель воздуха СD 24 STD зав.№AII811054, рег.№48 Местонахождение: УДКС №2 ЦДНГ ВТСМ;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-10494-2024
BD100-14,5/400B;BD10014.5/400B;BD100-14,5/400B;ЛЦ-Ц,Ц/ЦЛ;нет;1;1;осушитель;регулярка;техническое устройство, применяемое на опасном производственном объекте Объект экспертизы: Осушитель воздуха BD100-14,5/400B зав.№API080668, рег.№47 Местонахождение: УДКС №2 ЦДНГ ВТСМ;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-10488-2024
ЦВК-4;ЦВК4;ЦВК-4;К-Ц;да;1;1;узел: осушитель;регулярка;"трубопровод Вт-4-2 ""Трубопровод подачи технического воздуха от Т-3, Т-4 и осушителей на ОВН"", эксплуатируемый на ОПО - площадка цеха № 17, БГЭ, ЦВК-4, принадлежащий ОАО ""Газпромнефть-ОНПЗ""";https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-01360-2016
ОВН-1000-0,8;ОВН10000.8;ОВН-1000-0,8;К-Ц-Ц,Ц;да;1;1;узел: осушитель;регулярка;Фильтр воздушный УОВ-100 №2 инв. №201594, рег.№ С-065, зав.№ 17-25 (ОСУШИТЕЛЬ ВОЗДУХА НАГРЕВНЫЙ ОВН-1000-0,8 (2 ЛИНИЯ)) Кислородной станции НМЗ имени Б.И. Колесникова;https://monitor-pb.ru/conclusion/70-%D0%A2%D0%A3-04663-2016
XD-1400;XD1400;XD-1400;Л-Ц;да;1;1;ВРУ;регулярка;«Площадка цеха воздухоразделительных и газовых установок», рег. № А46-05831-0099, класс опасности III, Сосуд, осушитель сжатого воздуха адсорбционный XD-1400, рег. № 55333. Эксплуатирующая организация;https://monitor-pb.ru/conclusion/2-%D0%A2%D0%A3-56061-2025
V-807В;V807В;V-807В;Л-ЦК;да;1;1;осушитель;регулярка;Осушитель воздуха V-807В, рег.№ ТН-50, зав. № 49222-2, применяемое на опасном производственном объекте рег. № А43-01519-1002, I класс опасности, Площадка по производству нефтепродуктов Елховского нефт;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-22124-2019
ОС-1;ОС1;ОС-1;К-Ц;да;1;1;осушитель;регулярка;"Осушитель воздуха ОС-1 инв.№000016026701 на ОПО ""Участок по изготовлению тары V-1,4,5л. и затариванию"" (Рег. №01-07955-0011, II класс опасности) ТПП ООО ""ЛЛК-Интернешнл"" в г. Пермь.";https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-34933-2020
ОСВ-30/8;ОСВ30/8;ОСВ-30/8;К-Ц/Ц;да;1;1;осушитель;регулярка;Осушитель сжатого воздуха ОСВ-30/8, зав. №1, инв. №00128/01, рег. №385, место установки: ООО «ЛУКОЙЛ-КМН», опасный производственный объект II класса опасности «Платформа стационарная морская ледостойк;https://monitor-pb.ru/conclusion/21-%D0%A2%D0%A3-20330-2017
ОСВ-125/8-В-С;ОСВ125/8ВС;ОСВ-125/8-В-С;К-Ц/Ц-К-К;нет;1;1;осушитель;регулярка;"радиатор осушителя воздуха ОСВ-125/8-В-С рег.№ 1319 ОПО ""Площадка производства резиновых шин, покрышек и камер; восстановление резиновых шин покрышек"" (рег.№ А47-12390-0001 - III класс), ООО ПК ""Киров";https://monitor-pb.ru/conclusion/47-%D0%A2%D0%A3-34534-2017
BD1800;BD1800;BD-1800 | BD1800;ЛЦ;да;1;1;осушитель;регулярка;Заключение экспертизы промышленной безопасности технического устройства – осушитель сжатого воздуха BD1800, рег. № 67664/67665, тех. № Z62103, зав. №№ 12575, 12576, расположенный на опасном производст;https://monitor-pb.ru/conclusion/26-%D0%A2%D0%A3-03579-2025
ADN 375-8Х;ADN3758Х;ADN 375-8Х;Л Ц-ЦК;нет;1;1;осушитель;регулярка;техническое устройство, до начала применения на ОПО «Площадка цеха производства тосола, антифриза, стеклоомывающих жидкостей, масел» (7)» рег.№А09-41445-0002, I класс опасности. осушитель воздуха ADN ;https://monitor-pb.ru/conclusion/08-%D0%A2%D0%A3-37832-2024
40В1 2;40В12;40В1 2;ЦКЦ Ц;нет;1;1;ресивер;регулярка;№ Наименование Зав.№ Рег.№ Техн.№ Цех азота и воздуха, корпус №891 1 Ресивер 33 18260 40В1 2 Ресивер 78 18285 40В2 3 Ресивер 28 18267 40В5 4 Ресивер 45 18295 40В7 5 Ресивер 76 18300 40Д4 6 Ресивер 74 ;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-14065-2014
Р-1-1;Р11;Р-1-1;К-Ц-Ц;да;1;1;ресивер;регулярка;технические устройства «Ресивер импульсного газа Р-1-1, Ресивер импульсного газа Р-1-2, Ресивер импульсного газа Р-2-1, Ресивер импульсного газа Р-2-2, Ресивер импульсного газа Р-3-1, Ресивер импульсн;https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-22859-2024
КИП 10UV01;КИП10UV01;КИП 10UV01;К ЦЛЦ;да;1;1;ресивер;регулярка;"Ресивер воздуха КИП 10UV01, зав. № 359-01, учетный № Н-874; Ресивер воздуха КИП 10UV02, зав. № 355-01, учетный № Н-864; Ресивер воздуха КИП 10UV03, зав. № 359-02, учетный № П-865; Ресивер воздуха КИП ";https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-79413-2022
F1202N;F1202N;F1202N;ЛЦЛ;да;1;1;ресивер;регулярка;«Ресивер F1202N зав. № 1174901641, рег. № 1.1», «Ресивер F1202N зав. № 1174901645, рег. № 1.2», «Ресивер F1202N зав. № 1174901643, рег. № 2.1», «Ресивер F1202N зав. № 1174901642, рег. № 2.2», «Ресивер;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-16214-2020
Н-807;Н807;Н-807;К-Ц;да;1;1;ресивер;регулярка;"технические устройства: Ресивер воздуха КИП техн. № 02UV1, зав. № 358-02, рег. Н-807; Ресивер воздухе КИП техн. № 02UV2, зав. № 356-08, рег № Н-808; Ресивер воздуха КИП техн. № 02UV4, зав. № 356-05, р";https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-64657-2022
В101000;В101000;В101000;КЦ;да;1;1;узел: ресивер;регулярка;трубопровод подвода жидкого аммиака из линейного ресивера В101000 в дренажный ресивер для аммиака В 102800;https://monitor-pb.ru/conclusion/20-%D0%A2%D0%A3-00808-2014
SP1 TB;SP1TB;SP1 TB;ЛЦ Л;да;1;1;узел: ресивер;регулярка;"аммиачный трубопровод (участок трубопровода слива масла от линейного ресивера зав. № 2147, рег. № 26330; от аммиачных компрессоров SP1 TB-3B зав. №№ 11435, 11436, 11437; от циркуляционных ресиверов ре";https://monitor-pb.ru/conclusion/16-%D0%A2%D0%A3-09711-2017
40В9;40В9;40В9;ЦКЦ;да;1;1;ресивер;регулярка;"Ресивер, Зав. № 60, Рег. № 18264, Техн №. 40В9; Ресивер, Зав. № 80, Рег. № 18287, Техн №. 40В4; Ресивер, Зав. № 77, Рег. № 18268, Техн №. 40В3; эксплуатируемый в цехе Азота и Воздуха, завод ОП и ТГ, П";https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-15973-2018
V-3.5;V3.5;V-3.5;Л-Ц.Ц;да;1;1;ресивер;регулярка;"Заключение экспертизы промышленной безопасности №00129/ТУ-ЭПБ/04-23 от 17 июня 2024 года на технические устройства: Ресивер V-3.5 рег. № 00452 зав. № 527; Ресивер 3,5 РВ рег. № 00453 зав. № 21; Ресиве";https://monitor-pb.ru/conclusion/23-%D0%A2%D0%A3-12625-2024
AS-2.15М3;AS2.15М3;AS-2.15М3;Л-Ц.ЦКЦ;нет;1;1;ресивер;регулярка;ЗАКЛЮЧЕНИЕ №004-ТУ/26 Ресивер аммиачный горизонтальный AS-2.15М3, (ресивер линейный) зав. №742, рег. №90208;https://monitor-pb.ru/conclusion/77-%D0%A2%D0%A3-744811-2026
AS-2.15М2;AS2.15М2;AS-2,15М2 | AS-2.15М2;Л-Ц.ЦКЦ;нет;1;1;ресивер;регулярка;ЗАКЛЮЧЕНИЕ №003-ТУ/26 Ресивер аммиачный горизонтальный AS-2.15М2, (ресивер дренажный) зав. №741, рег. №90209;https://monitor-pb.ru/conclusion/77-%D0%A2%D0%A3-745074-2026
