inn;predpriyatie;marka;seriya;chto_eto;proizvoditelnost_m3min;davlenie;moshchnost;chem_menyaem;sostoyaniya;daty;ssylka;srok_sluzhby;vyvod_ekspertizy;telefon_predpriyatiya;lyudej_tehnicheskih
3627000397;"АО ""МИНУДОБРЕНИЯ""";К1290-121-1;К;центробежный компрессор;1290.0;121;;турбокомпрессор большой производительности;есть;16.01.2024 | 21.12.2018;https://monitor-pb.ru/conclusion/12-%D0%A2%D0%A3-00337-2024;any | истекает | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
3627000397;"АО ""МИНУДОБРЕНИЯ""";К-15-41-1;К;центробежный компрессор;15.0;41;;воздуходувка низкого давления;есть;16.01.2024;https://monitor-pb.ru/conclusion/12-%D0%A2%D0%A3-00337-2024;any | истекает | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
3627000397;"АО ""МИНУДОБРЕНИЯ""";К-250-61-5;К;центробежный компрессор;250.0;61;;центробежный компрессор крупного ряда;есть;25.09.2020;https://monitor-pb.ru/conclusion/12-%D0%A2%D0%A3-11584-2020;any | истекает | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
3801009466;"АО ""АНХК""";К-1500-62-1;К;центробежный компрессор;1500.0;62;;турбокомпрессор большой производительности;есть;01.03.2026 | 03.12.2020 | 04.04.2017 | 06.09.2022 | 09.09.20;https://monitor-pb.ru/conclusion/38-%D0%A2%D0%A3-68168-2025;any | не собирался | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | не соответствует | соответствует;;0
3801009466;"АО ""АНХК""";К-1500-62;К;центробежный компрессор;1500.0;62;;турбокомпрессор большой производительности;есть;10.07.2014;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-05291-2014;any | не собирался | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | не соответствует | соответствует;;0
3801009466;"АО ""АНХК""";К-500-61-1;К;центробежный компрессор;500.0;61;;центробежный компрессор крупного ряда;есть;03.07.2014 | 05.02.2014 | 09.07.2019 | 10.02.2021 | 10.04.20;https://monitor-pb.ru/conclusion/38-%D0%A2%D0%A3-68202-2025;any | не собирался | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | не соответствует | соответствует;;0
3801009466;"АО ""АНХК""";ТВ 80-1,6;ТВ;турбовоздуходувка;80.0;1.6;;центробежный компрессор среднего ряда;есть;06.02.2014;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-00646-2014;any | не собирался | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | не соответствует | соответствует;;0
3801009466;"АО ""АНХК""";ЦК 135/8;ЦК;центробежный компрессор;135.0;8;;центробежный компрессор среднего ряда;есть;14.04.2014;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-02771-2014;any | не собирался | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | не соответствует | соответствует;;0
3801009466;"АО ""АНХК""";ЦК-135/8М1;ЦК;центробежный компрессор;135.0;8;;центробежный компрессор среднего ряда;есть;13.05.2026;https://monitor-pb.ru/conclusion/38-%D0%A2%D0%A3-818645-2026;any | не собирался | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | не соответствует | соответствует;;0
3801009466;"АО ""АНХК""";ЦК-135/8;ЦК;центробежный компрессор;135.0;8;;центробежный компрессор среднего ряда;есть;01.03.2026 | 09.04.2024 | 17.05.2023 | 20.12.2022 | 21.08.20;https://monitor-pb.ru/conclusion/38-%D0%A2%D0%A3-393325-2025;any | не собирался | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | не соответствует | соответствует;;0
3801009466;"АО ""АНХК""";ЦК 135/8М1;ЦК;центробежный компрессор;135.0;8;;центробежный компрессор среднего ряда;есть;20.06.2019;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-09182-2019;any | не собирался | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | не соответствует | соответствует;;0
3801009466;"АО ""АНХК""";ТВ-350-1-1,06;ТВ;турбовоздуходувка;350.0;1;;центробежный компрессор крупного ряда;есть;02.08.2017 | 08.09.2021 | 11.08.2017 | 13.01.2015 | 25.11.20;https://monitor-pb.ru/conclusion/38-%D0%A2%D0%A3-492669-2025;any | не собирался | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | не соответствует | соответствует;;0
3801046700;"АО ""АЗП""";ЦК-135/8;ЦК;центробежный компрессор;135.0;8;;центробежный компрессор среднего ряда;есть;11.07.2025 | 20.01.2026;https://monitor-pb.ru/conclusion/38-%D0%A2%D0%A3-626612-2026;any | действует | не указан | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | соответствует;;0
3801046700;"АО ""АЗП""";ТВ-150-1,12;ТВ;турбовоздуходувка;150.0;1.12;;центробежный компрессор среднего ряда;есть;08.09.2021 | 10.11.2025 | 16.08.2021 | 19.12.2014 | 20.01.20;https://monitor-pb.ru/conclusion/38-%D0%A2%D0%A3-426550-2025;any | действует | не указан | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | соответствует;;0
3801046700;"АО ""АЗП""";ТВ-80-1,6;ТВ;турбовоздуходувка;80.0;1.6;;центробежный компрессор среднего ряда;есть;01.02.2021 | 03.07.2017 | 11.07.2025 | 19.01.2021 | 21.11.20;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-00760-2021;any | действует | не указан | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | соответствует;;0
3801046700;"АО ""АЗП""";ТВ-50-1,6;ТВ;турбовоздуходувка;50.0;1.6;;воздуходувка низкого давления;есть;01.02.2021 | 03.07.2017 | 21.11.2022;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-01460-2021;any | действует | не указан | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | соответствует;;0
3801046700;"АО ""АЗП""";ТВ-42-1,4;ТВ;турбовоздуходувка;42.0;1.4;;воздуходувка низкого давления;есть;01.02.2021 | 03.07.2017 | 21.11.2022;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-01462-2021;any | действует | не указан | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;не в полной мере | соответствует;;0
3808108339;"Закрытое акционерное общество ""Байкалэнерго""";ТВ-80-1,6-01.УЗ;ТВ;турбовоздуходувка;80.0;1.6;;центробежный компрессор среднего ряда;планировал;03.2016;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=9f39b32e-1968-4232-9535-554d19596ae9_aedb2c2e-d3e9-4788-861f-40e8e2f799a7&infoGuid=9f39b32e-1968-4232-9535-554d19596ae9;;;;0
3808118560;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОРГОВЫЙ ДОМ ""ЕВРОСИБЭНЕРГО""";ТВ 80-1.8-01УЗ;ТВ;турбовоздуходувка;80.0;1.8;;центробежный компрессор среднего ряда;планировал;09.2022;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=66730dfa-06f3-4e5c-aa68-86fe27e3f0e4_48a034f5-0484-5392-aa45-08d6982e50c3&infoGuid=66730dfa-06f3-4e5c-aa68-86fe27e3f0e4;;;;0
3808118560;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОРГОВЫЙ ДОМ ""ЕВРОСИБЭНЕРГО""";К-150-130;К;центробежный компрессор;150.0;130;;центробежный компрессор среднего ряда;планировал;02.2023;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=52259858-5c19-4e62-92c6-e5697a49c40d_a676e0f6-2d35-c535-2a9d-bbafb4ec0e8f&infoGuid=52259858-5c19-4e62-92c6-e5697a49c40d;;;;0
3814007314;"АО ""САЯНСКХИМПЛАСТ""";К-250-61-5;К;центробежный компрессор;250.0;61;;центробежный компрессор крупного ряда;есть;29.03.2023;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-05315-2023;any | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
3814007314;"АО ""САЯНСКХИМПЛАСТ""";К-250-61;К;центробежный компрессор;250.0;61;;центробежный компрессор крупного ряда;есть;23.09.2014 | 25.11.2014;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-07970-2014;any | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
3849096114;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОКЕАН""";ТВ80-1,6-01УЗ;ТВ;турбовоздуходувка;80.0;1.6;;центробежный компрессор среднего ряда;планировал;10.2024;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=d607498d-a2a7-45c3-9746-af7fa8b6c71c_c45e50b4-7c84-4321-a8ae-6b67dae162f6&infoGuid=d607498d-a2a7-45c3-9746-af7fa8b6c71c;;;;0
3851001198;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКВАСЕРВИС""";ТВ-300-1.6М-02;ТВ;турбовоздуходувка;300.0;1.6;;центробежный компрессор крупного ряда;планировал;01.2024;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=d36ff6c3-01ed-4187-82e3-632f7cf804c4_cf36af92-b24f-4d9c-91f5-c2c4a0c558d2&infoGuid=d36ff6c3-01ed-4187-82e3-632f7cf804c4;;;;0
4200000333;"АО ""КУЗБАССЭНЕРГО""";К-215-130-1;К;центробежный компрессор;215.0;130;;центробежный компрессор крупного ряда;есть | планировал;03.2023 | 22.10.2020;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%9F-25608-2020;any | срок действует;не в полной мере | соответствует;;0
4200000333;"АО ""КУЗБАССЭНЕРГО""";К-330-23,5-1;К;центробежный компрессор;330.0;23;;центробежный компрессор крупного ряда;покупает;17.04.2020 12:00;https://www.roseltorg.ru/procedure/32009066494/1;any | срок действует;не в полной мере | соответствует;;0
4205000908;"КАО ""АЗОТ""";К-1290-121-1М;К;центробежный компрессор;1290.0;121;;турбокомпрессор большой производительности;есть;15.02.2022;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-04562-2022;any | действует | истекает | истёк | не собирался | не указан | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
4205000908;"КАО ""АЗОТ""";К-905-61-1;К;центробежный компрессор;905.0;61;;турбокомпрессор большой производительности;есть;03.04.2025 | 05.03.2026 | 11.02.2022 | 14.06.2019 | 22.04.20;https://monitor-pb.ru/conclusion/42-%D0%A2%D0%A3-726248-2026;any | действует | истекает | истёк | не собирался | не указан | срок ИСТЁК | срок ИСТЕКАЕТ в ближайший год | срок действует;соответствует;;0
