marka;klyuch;napisaniya;forma;forma_hodovaya;vstrech;innov;tip;chem_dobyta;primer;ssylka
Э200-31-1;Э200311;Э 200-31-1 | Э-200-31-1 | Э200-31-1;КЦ-Ц-Ц;да;16;3;воздуходувка;регулярка;Центробежный нагнетатель типа Э200-31-1, поз. 15/1, зав. № 78, цех ИП-2-6, отделение ИП-6;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-20888-2014
103ВП-20/8;103ВП20/8;103ВП-20/8;ЦК-Ц/Ц;да;15;3;компрессор;регулярка;техническое устройство: шахтную компрессорную установку с компрессорами 103ВП-20/8 зав. № 2358, №5421, опасного производственного объекта 1-го класса опасности, ООО «Шахта им. Дзержинского»;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-10767-2016
ВС-5,0;ВС5.0;ВС-5,0;К-Ц,Ц;да;15;3;ресивер;провайдер+регулярка;Воздухосборник ВС - 5,0;https://monitor-pb.ru/conclusion/80-%D0%A2%D0%A3-00467-2025
5-РД;5РД;5 РД | 5-РД | 5РД;Ц-К;да;14;3;ресивер;провайдер+регулярка;ресивер 5-РД, зав. № 24949, рег. № 21579, применяемый на опасном производственном объекте: «Аммиачно-холодильная установка» рег. № А51-07069-0001, ООО «Русагро-Саратов», по адресу: Саратовская область;https://monitor-pb.ru/conclusion/51-%D0%A2%D0%A3-35593-2024
103J;103J;103J;ЦЛ;да;14;3;компрессор;провайдер+регулярка;КВД, КСД, КНД компрессора синтез-газа 103J технологическая поз. 401, зав. № 352680/24, инв. №6282, цех 51 (АМ-76);https://monitor-pb.ru/conclusion/47-%D0%A2%D0%A3-39351-2014
АУ200;АУ200;АУ 200 | АУ-200 | АУ200;КЦ;да;13;3;компрессор;регулярка;техническое устройство, применяемое на опасном производственном объекте Компрессор поршневой одноступенчатый аммиачный холодильный АУ200 заводской № 1866, эксплуатируемый АО Хладокомбинат «Заречный»;https://monitor-pb.ru/conclusion/52-%D0%A2%D0%A3-660000-2026
К-400-51-2;К400512;К-400-51-2;К-Ц-Ц-Ц;да;13;3;компрессор;регулярка;Турбокомпрессор центробежный К-400-51-2 поз. 3/1, зав.№ 5019 цех ИП-3-4-5, отделение № 1, АО «Синтез-Каучук»;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-26677-2022
В-10-У1;В10У1;В-10 У1 | В-10-У1 | В-10У1;К-Ц-КЦ;да;13;3;ресивер;провайдер+регулярка;"воздухосборник В-10-У1, зав. № 0010кт26, рег. № 7329, используемый на ОПО ""Площадка воздухосборников вагонного ремонтного депо Партизанск""";https://monitor-pb.ru/conclusion/74-%D0%A2%D0%A3-01045-2016
В-6.3;В6.3;В - 6,3 | В 6,3 | В-6,3 | В-6.3;К-Ц.Ц;да;12;3;ресивер;провайдер+регулярка;воздухосборник В-6.3 зав.№ 274 рег.№ 9473, опасный производственный объект: Площадка воздухосборников НГДУ «Нижнесортымскнефть», регистрационный номер ОПО: А58-70020-0125, класс опасности ОПО: IV клас;https://monitor-pb.ru/conclusion/86-%D0%A2%D0%A3-324624-2025
К-500;К500;К-500;К-Ц;да;12;3;компрессор;регулярка;Трубопровод подачи (прямой) оборотной воды от секущей задвижки Ду400 до компрессора К-500 № 2 , Техн. №б/н, рег. № V-24, зав. №б/н, эксплуатируемый на площадке ГКП, цех№7, АКУ , филиала ПАО АНК «Башне;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-13044-2024
А110;А110;А 110 | А-110 | А110;КЦ;да;11;3;компрессор;провайдер+регулярка;Заключение экспертизы промышленной безопасности на техническое устройство: поршневой компрессорный агрегат А110 (техн. № 4), применяемый на ОПО: «Площадка аммиачно-холодильной установки ООО «Казанский;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-01132-2019
2П 110-7-02;2П110702;2П 110-7-02 | 2П-110-7-02 | 2П110-7-02;ЦК Ц-Ц-Ц;да;11;3;компрессор;регулярка;компрессор поршневой холодильный 2П 110-7-02, зав. № 7434, учет № 5;https://monitor-pb.ru/conclusion/66-%D0%A2%D0%A3-10467-2021
ШВКС-5;ШВКС5;ШВКС-5;К-Ц;да;11;3;ПКС;регулярка;технические устройства, применяемые на опасном производственном объекте: станции воздушно-компрессорные шахтные передвижные ЗИФ-ШВКС-5 (зав. №№ 9342,10748), эксплуатируемые в условиях ООО «Шахта «Осин;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-15782-2017
АО-1200;АО1200;АО-1200;К-Ц;да;11;3;компрессор;регулярка;Компрессор АО-1200 Цех гидрирования нитрозодиметиламина;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-18734-2016
ЗГП-12/35;ЗГП12/35;ЗГП 12/35 | ЗГП-12/35;К-Ц/Ц;да;11;3;компрессор;регулярка;Поршневой компрессор марки ЗГП-12/35, технологический индекс ГК-5, зав. №596, применяемый на ОПО № А41-05559-0011 I класса опасности «Площадка газокаталитического производства Филиала ПАО АНК «Башнефт;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-19199-2025
3,5РД;3.5РД;3,5 РД | 3,5- РД | 3,5-РД | 3,5РД;Ц,ЦК;да;10;3;ресивер;провайдер+регулярка;техническое устройство: ресивер 3,5РД, зав. № 24720, рег. № 26/228, аммиачной холодильной установки, применяемое на опасном производственном объекте: «Площадка компрессорного участка организации», рег;https://monitor-pb.ru/conclusion/50-%D0%A2%D0%A3-03917-2025
ДЭН-18Ш;ДЭН18Ш;ДЭН-18Ш;К-ЦК;да;10;3;компрессор;провайдер+регулярка;Заключение экспертизы промышленной безопасности № БНД/У/8/298/22/ОГМ.2716.2023: на техническое устройство - Воздушный компрессор ДЭН-18Ш, зав. № 1672 - применяемое на опасном производственном объекте ;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-07086-2024
2РК-1,5/220;2РК1.5/220;2РК-1,5/220;ЦК-Ц,Ц/Ц;да;10;3;компрессор;регулярка;компрессор 2РК-1,5/220, зав. № 72014, применяемое на опасном производственном объекте «Площадка кислородно-наполнительной станции» Рег. № А37-00012-0007, 3 класс, эксплуатируемое АО «Победит» 362002, ;https://monitor-pb.ru/conclusion/35-%D0%A2%D0%A3-00028-2024
NF 811;NF811;NF 811 | NF-811 | NF811;Л Ц;да;10;3;компрессор;провайдер+регулярка;"Заключение экспертизы промышленной безопасности № 210412 на технические устройства Компрессор поршневой марки NF 811, зав. №8112911, тех. №1; Компрессор поршневой марки NF 811, зав. №8112911847, тех. ";https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-06734-2021
2ГМ4-24/9;2ГМ424/9;2ГМ 4-24/9 | 2ГМ4-24/9;ЦКЦ-Ц/Ц;да;10;3;компрессор;провайдер+регулярка;Заключение экспертизы промышленной безопасности на техническое устройство поршневой компрессор марки 2ГМ4-24/9, поз. К-24, зав. №90333 (об.Н-645, установка ФОС, блок карбонизации СЩС, цех №8, НПЗ, ООО;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-71169-2023
ВКМ-25/8;ВКМ25/8;ВКМ-25/8;К-Ц/Ц;да;10;3;компрессор;регулярка;техническое устройство: компрессор винтовой марки 6 ВКМ-25/8, зав. № 11003, техн. № 2;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-48666-2025
К-1290-121-1;К12901211;К 1290-121-1 | К-1290-121-1 | К1290-121-1;К-Ц-Ц-Ц;да;10;3;компрессор;провайдер+регулярка;Центробежный компрессор К- 1290-121-1,техн. № 402;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-24321-2016
КжАж-0,04М;КЖАЖ0.04М;КжАж-0,04М;К-Ц,ЦК;да;10;3;ВРУ;провайдер+регулярка;Воздухоразделительную установку КжАж-0,04М зав. № 770209, применяемую на опасном производственном объекте III класса опасности – «Площадка воздухоразделительной установки», рег. № А65-02620-0001 от 16;https://monitor-pb.ru/conclusion/65-%D0%A2%D0%A3-07557-2022
ВХ 260-7-6;ВХ26076;ВХ 260-7-6 | ВХ-260-7-6 | ВХ260-7-6;К Ц-Ц-Ц;да;9;3;компрессор;регулярка;Агрегат бустерный винтовой марки 21А280-7-7 № 6, зав. № 318, с винтовым компрессором марки ВХ 260-7-6, зав. № 91012, инв. № 1088;https://monitor-pb.ru/conclusion/46-%D0%A2%D0%A3-61887-2015
5Г-300/42-60;5Г300/4260;5Г-300/42-60;ЦК-Ц/Ц-Ц;да;9;3;компрессор;регулярка;Компрессор поршневой 5Г-300/42-60, поз.15/2, зав. №3, инв. №157517 Цех И-7-10, отделение №1 (И-7), АО «Синтез-Каучук»;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-15427-2024
Н-650-22-2;Н650222;Н 650-22-2 | Н-650-22-2;К-Ц-Ц-Ц;да;9;3;воздуходувка;регулярка;Корпус центробежного нагнетателя природного газа типа Н-650-22-2 зав. № 9254, инв. № 143100,;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-04560-2020
К-0,25;К0.25;К-0,25;К-Ц,Ц;да;9;3;ВРУ;провайдер+регулярка;Установка воздухоразделительная К-0,25, зав. № 15;https://monitor-pb.ru/conclusion/35-%D0%A2%D0%A3-05928-2016
ЦДНГ-2;ЦДНГ2;ЦДНГ-2;К-Ц;да;8;3;компрессор;регулярка;"Фонтанная и нагнетательная арматура, ЦДНГ-2, куст 203, всего 8 шт.: АФК 65х140 скв.№151, зав.№960; АФК 65х140 скв.№157, зав.№9525; АФЭН 65х210 скв.№181, зав.№5387; АФЭН 65х210 скв.№223, зав.№5623; АФК";https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-19850-2020
